base_strategy,signal_date,ticker,asset_type,hold_start,hold_end_exclusive,holding_leg_source_quality
reconstructed_single_position_R6,2017-10-27,6121,stock,2017-10-30,2017-10-31,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-10-30,6121,stock,2017-10-31,2017-11-01,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-10-31,6121,stock,2017-11-01,2017-11-02,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-01,6121,stock,2017-11-02,2017-11-03,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-02,6121,stock,2017-11-03,2017-11-06,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-08,6143,stock,2015-10-12,2015-10-13,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-12,6143,stock,2015-10-13,2015-10-14,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-13,6143,stock,2015-10-14,2015-10-15,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-14,6143,stock,2015-10-15,2015-10-16,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-15,6143,stock,2015-10-16,2015-10-19,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-16,6143,stock,2015-10-19,2015-10-20,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-08,6143,stock,2015-10-12,2015-10-13,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-12,6143,stock,2015-10-13,2015-10-14,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-13,6143,stock,2015-10-14,2015-10-15,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-14,6143,stock,2015-10-15,2015-10-16,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-15,6143,stock,2015-10-16,2015-10-19,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2018-03-16,6150,stock,2018-03-19,2018-03-20,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2018-03-19,6150,stock,2018-03-20,2018-03-21,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2018-03-20,6150,stock,2018-03-21,2018-03-22,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2018-03-21,6150,stock,2018-03-22,2018-03-23,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2018-03-22,6150,stock,2018-03-23,2018-03-26,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-03-16,6150,stock,2018-03-19,2018-03-20,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-03-19,6150,stock,2018-03-20,2018-03-21,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-03-20,6150,stock,2018-03-21,2018-03-22,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-03-21,6150,stock,2018-03-22,2018-03-23,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-03-22,6150,stock,2018-03-23,2018-03-26,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2017-11-24,6573,stock,2017-11-27,2017-11-28,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-24,6573,stock,2017-11-27,2017-11-28,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-27,6573,stock,2017-11-28,2017-11-29,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-28,6573,stock,2017-11-29,2017-11-30,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-29,6573,stock,2017-11-30,2017-12-01,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2017-11-30,6573,stock,2017-12-01,2017-12-04,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-08-12,6796,stock,2022-08-15,2022-08-16,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-08-15,6796,stock,2022-08-16,2022-08-17,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-08-16,6796,stock,2022-08-17,2022-08-18,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-08-17,6796,stock,2022-08-18,2022-08-19,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-08-18,6796,stock,2022-08-19,2022-08-22,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-08-12,6796,stock,2022-08-15,2022-08-16,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-08-15,6796,stock,2022-08-16,2022-08-17,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-08-16,6796,stock,2022-08-17,2022-08-18,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-08-17,6796,stock,2022-08-18,2022-08-19,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-08-18,6796,stock,2022-08-19,2022-08-22,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2025-08-08,8021,stock,2025-08-11,2025-08-12,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2025-08-11,8021,stock,2025-08-12,2025-08-13,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2025-08-12,8021,stock,2025-08-13,2025-08-14,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2025-08-13,8021,stock,2025-08-14,2025-08-15,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2025-08-14,8021,stock,2025-08-15,2025-08-18,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2018-06-29,8163,stock,2018-07-02,2018-07-03,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-06-29,8163,stock,2018-07-02,2018-07-03,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-07-02,8163,stock,2018-07-03,2018-07-04,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-07-03,8163,stock,2018-07-04,2018-07-05,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-07-04,8163,stock,2018-07-05,2018-07-06,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2018-07-05,8163,stock,2018-07-06,2018-07-09,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-19,8433,stock,2015-10-20,2015-10-21,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-20,8433,stock,2015-10-21,2015-10-22,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-21,8433,stock,2015-10-22,2015-10-23,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2015-10-22,8433,stock,2015-10-23,2015-10-26,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-16,8433,stock,2015-10-19,2015-10-20,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-19,8433,stock,2015-10-20,2015-10-21,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-20,8433,stock,2015-10-21,2015-10-22,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-21,8433,stock,2015-10-22,2015-10-23,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2015-10-22,8433,stock,2015-10-23,2015-10-26,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2021-12-30,8478,stock,2022-01-03,2022-01-04,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-01-03,8478,stock,2022-01-04,2022-01-05,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-01-04,8478,stock,2022-01-05,2022-01-06,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-01-05,8478,stock,2022-01-06,2022-01-07,official_unadjusted_selected_stock_daily_state_path_diagnostic
raw_Daily_F_challenger,2022-01-06,8478,stock,2022-01-07,2022-01-10,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2021-12-30,8478,stock,2022-01-03,2022-01-04,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-01-03,8478,stock,2022-01-04,2022-01-05,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-01-04,8478,stock,2022-01-05,2022-01-06,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-01-05,8478,stock,2022-01-06,2022-01-07,official_unadjusted_selected_stock_daily_state_path_diagnostic
reconstructed_single_position_R6,2022-01-06,8478,stock,2022-01-07,2022-01-10,official_unadjusted_selected_stock_daily_state_path_diagnostic
