family,ticker,market,required_dates,ready_dates,blocked_dates,ready_share
price,1101,TWSE,169,169,0,1.0
price,1102,TWSE,62,62,0,1.0
price,1210,TWSE,38,38,0,1.0
price,1215,TWSE,5,5,0,1.0
price,1216,TWSE,340,340,0,1.0
price,1301,TWSE,22,22,0,1.0
price,1303,TWSE,78,78,0,1.0
price,1307,TWSE,4,4,0,1.0
price,1319,TWSE,185,185,0,1.0
price,1326,TWSE,28,28,0,1.0
price,1339,TWSE,5,5,0,1.0
price,1402,TWSE,93,93,0,1.0
price,1409,TWSE,1,1,0,1.0
price,1476,TWSE,135,135,0,1.0
price,1477,TWSE,169,169,0,1.0
price,1503,TWSE,120,120,0,1.0
price,1504,TWSE,145,145,0,1.0
price,1513,TWSE,320,320,0,1.0
price,1514,TWSE,201,201,0,1.0
price,1515,TWSE,5,5,0,1.0
price,1519,TWSE,276,276,0,1.0
price,1522,TWSE,76,76,0,1.0
price,1524,TWSE,80,80,0,1.0
price,1529,TWSE,5,5,0,1.0
price,1532,TWSE,5,5,0,1.0
price,1536,TWSE,23,23,0,1.0
price,1540,TWSE,7,7,0,1.0
price,1560,TWSE,288,288,0,1.0
price,1582,TWSE,42,42,0,1.0
price,1584,TPEx,58,58,0,1.0
price,1590,TWSE,314,314,0,1.0
price,1597,TWSE,47,47,0,1.0
price,1603,TWSE,17,17,0,1.0
price,1605,TWSE,126,126,0,1.0
price,1608,TWSE,48,48,0,1.0
price,1609,TWSE,177,177,0,1.0
price,1612,TWSE,18,18,0,1.0
price,1616,TWSE,15,15,0,1.0
price,1618,TWSE,41,41,0,1.0
price,1702,TWSE,5,5,0,1.0
price,1708,TWSE,10,10,0,1.0
price,1711,TWSE,17,17,0,1.0
price,1717,TWSE,37,37,0,1.0
price,1722,TWSE,5,5,0,1.0
price,1727,TWSE,5,5,0,1.0
price,1732,TWSE,5,5,0,1.0
price,1736,TWSE,22,22,0,1.0
price,1760,TWSE,10,10,0,1.0
price,1773,TWSE,18,18,0,1.0
price,1785,TPEx,265,265,0,1.0
price,1795,TWSE,236,236,0,1.0
price,1802,TWSE,9,9,0,1.0
price,1808,TWSE,15,15,0,1.0
price,1815,TPEx,180,180,0,1.0
price,1904,TWSE,4,4,0,1.0
price,2002,TWSE,34,34,0,1.0
price,2009,TWSE,9,9,0,1.0
price,2014,TWSE,29,29,0,1.0
price,2027,TWSE,95,95,0,1.0
price,2031,TWSE,9,9,0,1.0
price,2049,TWSE,171,171,0,1.0
price,2059,TWSE,229,229,0,1.0
price,2062,TWSE,8,8,0,1.0
price,2070,TPEx,4,4,0,1.0
price,2101,TWSE,47,47,0,1.0
price,2105,TWSE,55,55,0,1.0
price,2201,TWSE,81,81,0,1.0
price,2204,TWSE,90,90,0,1.0
price,2206,TWSE,68,68,0,1.0
price,2207,TWSE,14,14,0,1.0
price,2211,TWSE,5,5,0,1.0
price,2228,TWSE,10,10,0,1.0
price,2230,TPEx,10,10,0,1.0
price,2233,TWSE,33,33,0,1.0
price,2301,TWSE,258,258,0,1.0
price,2303,TWSE,316,316,0,1.0
price,2308,TWSE,431,431,0,1.0
price,2311,TWSE,5,0,5,0.0
price,2312,TWSE,101,101,0,1.0
price,2313,TWSE,260,260,0,1.0
price,2317,TWSE,474,474,0,1.0
price,2323,TWSE,5,5,0,1.0
price,2324,TWSE,82,82,0,1.0
price,2325,TWSE,5,0,5,0.0
price,2327,TWSE,365,364,1,0.997260274
price,2328,TWSE,52,52,0,1.0
price,2329,TWSE,165,165,0,1.0
price,2330,TWSE,554,554,0,1.0
price,2331,TWSE,10,10,0,1.0
price,2332,TWSE,15,15,0,1.0
price,2337,TWSE,15,15,0,1.0
price,2338,TWSE,3,3,0,1.0
price,2340,TWSE,8,8,0,1.0
price,2344,TWSE,72,72,0,1.0
price,2345,TWSE,330,330,0,1.0
price,2347,TWSE,200,200,0,1.0
price,2348,TWSE,44,44,0,1.0
price,2351,TWSE,19,19,0,1.0
price,2352,TWSE,42,42,0,1.0
price,2353,TWSE,306,306,0,1.0
price,2354,TWSE,157,157,0,1.0
price,2355,TWSE,85,85,0,1.0
price,2356,TWSE,269,269,0,1.0
price,2357,TWSE,411,411,0,1.0
price,2359,TWSE,70,70,0,1.0
price,2360,TWSE,295,295,0,1.0
price,2362,TWSE,45,45,0,1.0
price,2363,TWSE,84,84,0,1.0
price,2364,TWSE,19,19,0,1.0
price,2365,TWSE,83,83,0,1.0
price,2367,TWSE,73,73,0,1.0
price,2368,TWSE,250,250,0,1.0
price,2369,TWSE,1,1,0,1.0
price,2371,TWSE,160,160,0,1.0
price,2374,TWSE,133,133,0,1.0
price,2375,TWSE,48,48,0,1.0
price,2376,TWSE,265,265,0,1.0
price,2377,TWSE,267,267,0,1.0
price,2379,TWSE,373,373,0,1.0
price,2382,TWSE,356,356,0,1.0
price,2383,TWSE,289,289,0,1.0
price,2385,TWSE,121,121,0,1.0
price,2388,TWSE,56,56,0,1.0
price,2392,TWSE,72,72,0,1.0
price,2393,TWSE,24,24,0,1.0
price,2395,TWSE,160,160,0,1.0
price,2399,TWSE,10,10,0,1.0
price,2401,TWSE,24,24,0,1.0
price,2402,TWSE,153,153,0,1.0
price,2404,TWSE,173,173,0,1.0
price,2405,TWSE,24,24,0,1.0
price,2406,TWSE,10,9,1,0.9
price,2408,TWSE,19,19,0,1.0
price,2409,TWSE,24,24,0,1.0
price,2412,TWSE,400,400,0,1.0
price,2413,TWSE,5,5,0,1.0
price,2419,TWSE,9,9,0,1.0
price,2421,TWSE,120,120,0,1.0
price,2425,TWSE,15,15,0,1.0
price,2427,TWSE,13,13,0,1.0
price,2428,TWSE,35,35,0,1.0
price,2436,TWSE,81,81,0,1.0
price,2439,TWSE,152,152,0,1.0
price,2441,TWSE,43,43,0,1.0
price,2448,TWSE,5,0,5,0.0
price,2449,TWSE,205,205,0,1.0
price,2451,TWSE,110,110,0,1.0
price,2453,TWSE,18,18,0,1.0
price,2454,TWSE,417,417,0,1.0
price,2455,TWSE,179,179,0,1.0
price,2456,TWSE,5,0,5,0.0
price,2457,TWSE,19,19,0,1.0
price,2458,TWSE,164,164,0,1.0
price,2462,TWSE,5,5,0,1.0
price,2464,TWSE,28,28,0,1.0
price,2467,TWSE,143,143,0,1.0
price,2468,TWSE,37,37,0,1.0
price,2471,TWSE,14,14,0,1.0
price,2472,TWSE,67,67,0,1.0
price,2474,TWSE,182,182,0,1.0
price,2476,TWSE,109,109,0,1.0
price,2478,TWSE,24,24,0,1.0
price,2481,TWSE,116,116,0,1.0
price,2484,TWSE,5,5,0,1.0
price,2486,TWSE,104,104,0,1.0
price,2489,TWSE,61,61,0,1.0
price,2492,TWSE,200,200,0,1.0
price,2495,TWSE,14,14,0,1.0
price,2497,TWSE,18,18,0,1.0
price,2501,TWSE,15,15,0,1.0
price,2504,TWSE,42,42,0,1.0
price,2515,TWSE,81,81,0,1.0
price,2520,TWSE,43,43,0,1.0
price,2524,TWSE,10,10,0,1.0
price,2537,TWSE,10,10,0,1.0
price,2540,TWSE,30,30,0,1.0
price,2542,TWSE,77,77,0,1.0
price,2543,TWSE,48,48,0,1.0
price,2603,TWSE,167,167,0,1.0
price,2605,TWSE,92,92,0,1.0
price,2606,TWSE,114,114,0,1.0
price,2607,TWSE,5,5,0,1.0
price,2609,TWSE,141,141,0,1.0
price,2610,TWSE,261,261,0,1.0
price,2611,TWSE,10,10,0,1.0
price,2613,TWSE,8,8,0,1.0
price,2615,TWSE,154,154,0,1.0
price,2618,TWSE,330,330,0,1.0
price,2630,TWSE,5,5,0,1.0
price,2634,TWSE,116,116,0,1.0
price,2636,TWSE,9,9,0,1.0
price,2637,TWSE,84,84,0,1.0
price,2641,TPEx,34,34,0,1.0
price,2645,TWSE,99,99,0,1.0
price,2646,TWSE,15,15,0,1.0
price,2727,TWSE,37,37,0,1.0
price,2731,TWSE,74,74,0,1.0
price,2743,TPEx,24,24,0,1.0
price,2745,TPEx,5,5,0,1.0
price,2748,TWSE,10,10,0,1.0
price,2753,TWSE,10,10,0,1.0
price,2801,TWSE,223,223,0,1.0
price,2809,TWSE,49,49,0,1.0
price,2812,TWSE,5,5,0,1.0
price,2816,TWSE,5,5,0,1.0
price,2823,TWSE,5,0,5,0.0
price,2834,TWSE,104,104,0,1.0
price,2855,TWSE,1,1,0,1.0
price,2867,TWSE,5,5,0,1.0
price,2880,TWSE,244,244,0,1.0
price,2881,TWSE,421,421,0,1.0
price,2882,TWSE,347,347,0,1.0
price,2883,TWSE,323,323,0,1.0
price,2884,TWSE,417,417,0,1.0
price,2885,TWSE,440,440,0,1.0
price,2886,TWSE,360,360,0,1.0
price,2887,TWSE,366,365,1,0.9972677596
price,2888,TWSE,198,189,9,0.9545454545
price,2890,TWSE,410,410,0,1.0
price,2891,TWSE,546,546,0,1.0
price,2892,TWSE,276,276,0,1.0
price,2912,TWSE,227,227,0,1.0
price,2913,TWSE,9,9,0,1.0
price,2915,TWSE,43,43,0,1.0
price,3004,TWSE,20,20,0,1.0
price,3005,TWSE,182,182,0,1.0
price,3006,TWSE,26,26,0,1.0
price,3008,TWSE,361,361,0,1.0
price,3010,TWSE,23,23,0,1.0
price,3013,TWSE,185,185,0,1.0
price,3014,TWSE,84,84,0,1.0
price,3017,TWSE,266,266,0,1.0
price,3019,TWSE,173,173,0,1.0
price,3022,TWSE,5,5,0,1.0
price,3023,TWSE,85,85,0,1.0
price,3025,TWSE,72,72,0,1.0
price,3026,TWSE,43,43,0,1.0
price,3027,TWSE,9,9,0,1.0
price,3029,TWSE,100,100,0,1.0
price,3030,TWSE,81,81,0,1.0
price,3032,TWSE,105,104,1,0.9904761905
price,3033,TWSE,42,42,0,1.0
price,3034,TWSE,232,232,0,1.0
price,3035,TWSE,123,123,0,1.0
price,3036,TWSE,276,275,1,0.9963768116
price,3037,TWSE,255,255,0,1.0
price,3042,TWSE,102,102,0,1.0
price,3043,TWSE,5,5,0,1.0
price,3044,TWSE,354,354,0,1.0
price,3045,TWSE,346,346,0,1.0
price,3046,TWSE,10,10,0,1.0
price,3047,TWSE,20,20,0,1.0
price,3048,TWSE,19,19,0,1.0
price,3056,TWSE,14,14,0,1.0
price,3059,TWSE,27,27,0,1.0
price,3078,TPEx,135,135,0,1.0
price,3081,TPEx,75,75,0,1.0
price,3088,TPEx,27,27,0,1.0
price,3090,TWSE,68,68,0,1.0
price,3094,TWSE,5,5,0,1.0
price,3105,TPEx,84,84,0,1.0
price,3128,TPEx,5,5,0,1.0
price,3131,TPEx,224,224,0,1.0
price,3135,TWSE,9,9,0,1.0
price,3138,TWSE,29,29,0,1.0
price,3141,TPEx,4,4,0,1.0
price,3147,TPEx,75,75,0,1.0
price,3152,TPEx,5,5,0,1.0
price,3162,TPEx,25,25,0,1.0
price,3163,TPEx,167,167,0,1.0
price,3167,TWSE,91,91,0,1.0
price,3169,TPEx,5,5,0,1.0
price,3189,TWSE,195,195,0,1.0
price,3207,TPEx,13,13,0,1.0
price,3211,TPEx,51,51,0,1.0
price,3213,TPEx,26,26,0,1.0
price,3217,TPEx,98,98,0,1.0
price,3218,TPEx,5,5,0,1.0
price,3227,TPEx,158,158,0,1.0
price,3228,TPEx,5,5,0,1.0
price,3231,TWSE,347,347,0,1.0
price,3236,TPEx,15,15,0,1.0
price,3257,TWSE,15,15,0,1.0
price,3260,TPEx,239,239,0,1.0
price,3264,TPEx,193,193,0,1.0
price,3265,TPEx,40,40,0,1.0
price,3287,TPEx,8,8,0,1.0
price,3289,TPEx,110,110,0,1.0
price,3293,TPEx,350,350,0,1.0
price,3303,TPEx,4,4,0,1.0
price,3305,TWSE,71,71,0,1.0
price,3306,TPEx,5,5,0,1.0
price,3312,TWSE,44,44,0,1.0
price,3317,TPEx,3,3,0,1.0
price,3324,TPEx,286,286,0,1.0
price,3325,TPEx,37,37,0,1.0
price,3338,TWSE,33,33,0,1.0
price,3346,TWSE,24,24,0,1.0
price,3356,TWSE,14,14,0,1.0
price,3357,TPEx,35,35,0,1.0
price,3362,TPEx,145,145,0,1.0
price,3363,TPEx,111,111,0,1.0
price,3374,TPEx,173,173,0,1.0
price,3376,TWSE,128,128,0,1.0
price,3379,TPEx,24,24,0,1.0
price,3380,TWSE,5,5,0,1.0
price,3402,TPEx,8,8,0,1.0
price,3406,TWSE,280,280,0,1.0
price,3413,TWSE,107,107,0,1.0
price,3416,TWSE,5,5,0,1.0
price,3434,TPEx,9,9,0,1.0
price,3443,TWSE,219,219,0,1.0
price,3444,TPEx,10,10,0,1.0
price,3447,TWSE,5,5,0,1.0
price,3450,TWSE,114,114,0,1.0
price,3479,TPEx,4,4,0,1.0
price,3481,TWSE,91,91,0,1.0
price,3483,TPEx,107,107,0,1.0
price,3491,TPEx,175,175,0,1.0
price,3498,TPEx,5,5,0,1.0
price,3515,TWSE,114,114,0,1.0
price,3526,TPEx,12,12,0,1.0
price,3528,TWSE,23,23,0,1.0
price,3529,TPEx,251,251,0,1.0
price,3532,TWSE,26,26,0,1.0
price,3533,TWSE,242,242,0,1.0
price,3545,TWSE,77,77,0,1.0
price,3548,TPEx,57,57,0,1.0
price,3551,TPEx,48,48,0,1.0
price,3558,TPEx,44,44,0,1.0
price,3563,TWSE,145,145,0,1.0
price,3564,TPEx,5,5,0,1.0
price,3583,TWSE,242,242,0,1.0
price,3587,TPEx,137,137,0,1.0
price,3591,TWSE,10,10,0,1.0
price,3592,TWSE,102,102,0,1.0
price,3596,TWSE,103,103,0,1.0
price,3605,TWSE,61,61,0,1.0
price,3617,TWSE,71,71,0,1.0
price,3622,TWSE,30,30,0,1.0
price,3624,TPEx,14,14,0,1.0
price,3630,TPEx,5,5,0,1.0
price,3645,TWSE,85,85,0,1.0
price,3653,TWSE,230,230,0,1.0
price,3661,TWSE,147,147,0,1.0
price,3663,TPEx,37,37,0,1.0
price,3665,TWSE,188,188,0,1.0
price,3673,TWSE,33,33,0,1.0
price,3675,TPEx,24,24,0,1.0
price,3680,TPEx,164,164,0,1.0
price,3687,TPEx,15,15,0,1.0
price,3689,TPEx,131,131,0,1.0
price,3693,TPEx,49,49,0,1.0
price,3694,TWSE,50,50,0,1.0
price,3698,TWSE,5,0,5,0.0
price,3701,TWSE,30,30,0,1.0
price,3702,TWSE,223,223,0,1.0
price,3703,TWSE,5,5,0,1.0
price,3704,TWSE,23,23,0,1.0
price,3705,TWSE,10,10,0,1.0
price,3706,TWSE,175,175,0,1.0
price,3707,TPEx,5,5,0,1.0
price,3708,TWSE,38,38,0,1.0
price,3709,TPEx,15,15,0,1.0
price,3711,TWSE,428,428,0,1.0
price,3712,TWSE,40,40,0,1.0
price,3715,TWSE,164,164,0,1.0
price,4105,TPEx,13,13,0,1.0
price,4114,TPEx,13,13,0,1.0
price,4123,TPEx,51,51,0,1.0
price,4129,TPEx,10,10,0,1.0
price,4147,TPEx,5,5,0,1.0
price,4162,TPEx,45,45,0,1.0
price,4167,TPEx,8,8,0,1.0
price,4303,TPEx,34,34,0,1.0
price,4532,TWSE,9,9,0,1.0
price,4533,TPEx,42,42,0,1.0
price,4541,TPEx,35,35,0,1.0
price,4542,TPEx,7,7,0,1.0
price,4543,TPEx,5,5,0,1.0
price,4549,TPEx,25,25,0,1.0
price,4562,TWSE,10,10,0,1.0
price,4563,TPEx,18,18,0,1.0
price,4566,TWSE,50,50,0,1.0
price,4571,TWSE,29,29,0,1.0
price,4576,TWSE,59,59,0,1.0
price,4583,TWSE,90,90,0,1.0
price,4585,TWSE,5,5,0,1.0
price,4714,TPEx,3,3,0,1.0
price,4721,TPEx,15,15,0,1.0
price,4746,TWSE,66,66,0,1.0
price,4749,TPEx,157,157,0,1.0
price,4755,TWSE,8,8,0,1.0
price,4763,TWSE,254,254,0,1.0
price,4764,TWSE,14,14,0,1.0
price,4766,TWSE,29,29,0,1.0
price,4768,TPEx,41,41,0,1.0
price,4770,TWSE,24,24,0,1.0
price,4772,TPEx,103,103,0,1.0
price,4903,TPEx,3,3,0,1.0
price,4904,TWSE,375,375,0,1.0
price,4906,TWSE,64,64,0,1.0
price,4908,TPEx,39,39,0,1.0
price,4909,TPEx,40,40,0,1.0
price,4912,TWSE,5,5,0,1.0
price,4915,TWSE,24,24,0,1.0
price,4916,TWSE,35,35,0,1.0
price,4919,TWSE,19,19,0,1.0
price,4931,TPEx,87,87,0,1.0
price,4934,TWSE,5,5,0,1.0
price,4938,TWSE,190,190,0,1.0
price,4949,TWSE,14,14,0,1.0
price,4953,TPEx,50,50,0,1.0
price,4958,TWSE,289,289,0,1.0
price,4961,TWSE,64,63,1,0.984375
price,4966,TPEx,146,146,0,1.0
price,4967,TWSE,146,146,0,1.0
price,4968,TWSE,52,52,0,1.0
price,4971,TPEx,49,49,0,1.0
price,4973,TPEx,10,10,0,1.0
price,4974,TPEx,16,16,0,1.0
price,4977,TWSE,66,66,0,1.0
price,4979,TPEx,226,226,0,1.0
price,4991,TPEx,63,63,0,1.0
price,5009,TPEx,63,62,1,0.9841269841
price,5215,TWSE,5,5,0,1.0
price,5222,TWSE,10,10,0,1.0
price,5225,TWSE,5,5,0,1.0
price,5234,TWSE,63,63,0,1.0
price,5236,TPEx,5,5,0,1.0
price,5244,TWSE,5,5,0,1.0
price,5251,TPEx,20,20,0,1.0
price,5258,TWSE,56,56,0,1.0
price,5263,TPEx,5,5,0,1.0
price,5264,TWSE,5,0,5,0.0
price,5269,TWSE,177,177,0,1.0
price,5274,TPEx,188,188,0,1.0
price,5284,TWSE,82,82,0,1.0
price,5289,TPEx,121,121,0,1.0
price,5291,TPEx,3,3,0,1.0
price,5309,TPEx,66,66,0,1.0
price,5314,TPEx,54,53,1,0.9814814815
price,5315,TPEx,3,3,0,1.0
price,5321,TPEx,5,5,0,1.0
price,5328,TPEx,3,3,0,1.0
price,5340,TPEx,37,37,0,1.0
price,5347,TPEx,268,267,1,0.9962686567
price,5351,TPEx,17,17,0,1.0
price,5371,TPEx,42,42,0,1.0
price,5381,TPEx,12,12,0,1.0
price,5386,TPEx,22,22,0,1.0
price,5388,TWSE,79,79,0,1.0
price,5425,TPEx,43,43,0,1.0
price,5426,TPEx,5,5,0,1.0
price,5434,TWSE,88,88,0,1.0
price,5439,TPEx,172,172,0,1.0
price,5443,TPEx,129,129,0,1.0
price,5452,TPEx,4,4,0,1.0
price,5465,TPEx,3,3,0,1.0
price,5469,TWSE,75,75,0,1.0
price,5474,TPEx,9,9,0,1.0
price,5478,TPEx,8,8,0,1.0
price,5483,TPEx,181,181,0,1.0
price,5508,TPEx,53,53,0,1.0
price,5521,TWSE,14,14,0,1.0
price,5522,TWSE,14,14,0,1.0
price,5530,TPEx,8,8,0,1.0
price,5534,TWSE,30,30,0,1.0
price,5536,TPEx,115,115,0,1.0
price,5706,TWSE,24,24,0,1.0
price,5871,TWSE,146,146,0,1.0
price,5876,TWSE,177,177,0,1.0
price,5880,TWSE,140,140,0,1.0
price,5904,TPEx,38,38,0,1.0
price,6005,TWSE,21,21,0,1.0
price,6015,TPEx,3,3,0,1.0
price,6016,TPEx,3,3,0,1.0
price,6026,TPEx,3,3,0,1.0
price,6104,TPEx,112,112,0,1.0
price,6111,TPEx,5,5,0,1.0
price,6112,TWSE,10,10,0,1.0
price,6117,TWSE,49,49,0,1.0
price,6121,TPEx,96,96,0,1.0
price,6122,TPEx,5,5,0,1.0
price,6125,TPEx,15,15,0,1.0
price,6126,TPEx,17,17,0,1.0
price,6138,TPEx,115,115,0,1.0
price,6139,TWSE,196,196,0,1.0
price,6140,TPEx,28,28,0,1.0
price,6143,TPEx,75,75,0,1.0
price,6146,TPEx,3,3,0,1.0
price,6147,TPEx,55,55,0,1.0
price,6148,TPEx,24,24,0,1.0
price,6150,TPEx,5,5,0,1.0
price,6165,TWSE,5,5,0,1.0
price,6173,TPEx,45,45,0,1.0
price,6175,TPEx,21,21,0,1.0
price,6176,TWSE,183,183,0,1.0
price,6177,TWSE,20,20,0,1.0
price,6182,TPEx,81,81,0,1.0
price,6187,TPEx,134,134,0,1.0
price,6188,TPEx,58,58,0,1.0
price,6189,TWSE,33,33,0,1.0
price,6190,TPEx,67,67,0,1.0
price,6191,TWSE,111,111,0,1.0
price,6196,TWSE,64,64,0,1.0
price,6197,TWSE,120,120,0,1.0
price,6203,TPEx,5,5,0,1.0
price,6206,TWSE,40,40,0,1.0
price,6207,TPEx,34,34,0,1.0
price,6209,TWSE,26,26,0,1.0
price,6213,TWSE,213,213,0,1.0
price,6214,TWSE,29,29,0,1.0
price,6215,TWSE,86,86,0,1.0
price,6223,TPEx,343,343,0,1.0
price,6227,TPEx,14,14,0,1.0
price,6231,TPEx,79,79,0,1.0
price,6235,TWSE,43,43,0,1.0
price,6239,TWSE,238,238,0,1.0
price,6243,TWSE,31,31,0,1.0
price,6244,TPEx,10,10,0,1.0
price,6245,TPEx,5,5,0,1.0
price,6257,TWSE,252,252,0,1.0
price,6261,TPEx,10,10,0,1.0
price,6265,TPEx,3,3,0,1.0
price,6269,TWSE,4,4,0,1.0
price,6271,TWSE,32,32,0,1.0
price,6274,TPEx,303,303,0,1.0
price,6275,TPEx,5,5,0,1.0
price,6278,TWSE,76,76,0,1.0
price,6279,TPEx,32,32,0,1.0
price,6282,TWSE,117,117,0,1.0
price,6284,TPEx,85,85,0,1.0
price,6285,TWSE,232,232,0,1.0
price,6288,TWSE,18,18,0,1.0
price,6290,TPEx,214,214,0,1.0
price,6291,TPEx,14,14,0,1.0
price,6409,TWSE,59,59,0,1.0
price,6411,TPEx,8,8,0,1.0
price,6412,TWSE,5,5,0,1.0
price,6414,TWSE,173,173,0,1.0
price,6415,TWSE,185,185,0,1.0
price,6425,TPEx,4,4,0,1.0
price,6435,TPEx,3,3,0,1.0
price,6438,TWSE,54,54,0,1.0
price,6442,TWSE,128,128,0,1.0
price,6446,TWSE,211,211,0,1.0
price,6449,TWSE,37,37,0,1.0
price,6451,TWSE,35,35,0,1.0
price,6470,TPEx,10,10,0,1.0
price,6472,TWSE,202,201,1,0.995049505
price,6485,TPEx,19,19,0,1.0
price,6488,TPEx,124,124,0,1.0
price,6491,TWSE,84,84,0,1.0
price,6505,TWSE,16,16,0,1.0
price,6510,TPEx,134,134,0,1.0
price,6515,TWSE,168,168,0,1.0
price,6517,TPEx,13,13,0,1.0
price,6526,TWSE,174,174,0,1.0
price,6530,TPEx,44,44,0,1.0
price,6531,TWSE,313,313,0,1.0
price,6533,TWSE,23,23,0,1.0
price,6538,TPEx,29,29,0,1.0
price,6546,TPEx,50,50,0,1.0
price,6548,TPEx,28,28,0,1.0
price,6558,TWSE,7,7,0,1.0
price,6561,TPEx,4,4,0,1.0
price,6579,TWSE,5,5,0,1.0
price,6584,TPEx,51,51,0,1.0
price,6585,TWSE,11,11,0,1.0
price,6591,TWSE,5,5,0,1.0
price,6593,TPEx,25,25,0,1.0
price,6596,TPEx,3,3,0,1.0
price,6605,TWSE,28,28,0,1.0
price,6609,TPEx,27,27,0,1.0
price,6640,TPEx,90,90,0,1.0
price,6643,TPEx,78,78,0,1.0
price,6658,TWSE,10,10,0,1.0
price,6664,TPEx,61,61,0,1.0
price,6667,TPEx,61,61,0,1.0
price,6669,TWSE,263,263,0,1.0
price,6670,TWSE,33,33,0,1.0
price,6672,TWSE,40,40,0,1.0
price,6679,TPEx,47,47,0,1.0
price,6683,TPEx,72,72,0,1.0
price,6689,TWSE,10,10,0,1.0
price,6691,TWSE,123,123,0,1.0
price,6703,TPEx,3,3,0,1.0
price,6712,TPEx,15,15,0,1.0
price,6715,TWSE,4,4,0,1.0
price,6719,TWSE,20,20,0,1.0
price,6725,TPEx,3,3,0,1.0
price,6727,TPEx,5,5,0,1.0
price,6732,TPEx,49,49,0,1.0
price,6739,TPEx,48,48,0,1.0
price,6742,TWSE,8,8,0,1.0
price,6752,TPEx,9,9,0,1.0
price,6753,TWSE,46,46,0,1.0
price,6756,TWSE,24,24,0,1.0
price,6757,TWSE,58,58,0,1.0
price,6763,TPEx,15,15,0,1.0
price,6768,TWSE,19,19,0,1.0
price,6770,TWSE,15,15,0,1.0
price,6781,TWSE,117,117,0,1.0
price,6788,TPEx,81,81,0,1.0
price,6789,TWSE,149,149,0,1.0
price,6796,TWSE,5,5,0,1.0
price,6799,TWSE,99,99,0,1.0
price,6805,TWSE,193,193,0,1.0
price,6806,TWSE,108,108,0,1.0
price,6811,TPEx,21,21,0,1.0
price,6829,TPEx,35,35,0,1.0
price,6830,TWSE,29,29,0,1.0
price,6831,TWSE,5,5,0,1.0
price,6841,TPEx,13,13,0,1.0
price,6863,TWSE,15,15,0,1.0
price,6873,TWSE,35,35,0,1.0
price,6877,TPEx,8,8,0,1.0
price,6890,TWSE,31,31,0,1.0
price,6894,TPEx,3,3,0,1.0
price,6903,TPEx,21,21,0,1.0
price,6937,TWSE,50,50,0,1.0
price,6944,TWSE,128,128,0,1.0
price,6962,TWSE,32,32,0,1.0
price,7402,TPEx,10,10,0,1.0
price,7610,TWSE,10,10,0,1.0
price,7722,TWSE,20,20,0,1.0
price,7728,TPEx,4,4,0,1.0
price,7734,TPEx,23,23,0,1.0
price,7750,TWSE,40,40,0,1.0
price,7751,TPEx,28,28,0,1.0
price,7769,TWSE,47,47,0,1.0
price,7795,TWSE,10,10,0,1.0
price,8016,TWSE,94,94,0,1.0
price,8021,TWSE,87,87,0,1.0
price,8028,TWSE,284,284,0,1.0
price,8032,TPEx,5,5,0,1.0
price,8033,TWSE,80,80,0,1.0
price,8039,TWSE,97,97,0,1.0
price,8042,TPEx,9,9,0,1.0
price,8043,TPEx,19,19,0,1.0
price,8046,TWSE,109,109,0,1.0
price,8048,TPEx,15,15,0,1.0
price,8050,TPEx,29,29,0,1.0
price,8064,TPEx,47,47,0,1.0
price,8069,TPEx,188,188,0,1.0
price,8070,TWSE,51,51,0,1.0
price,8072,TWSE,34,34,0,1.0
price,8074,TPEx,3,3,0,1.0
price,8076,TPEx,5,5,0,1.0
price,8081,TWSE,33,33,0,1.0
price,8086,TPEx,55,55,0,1.0
price,8088,TPEx,26,26,0,1.0
price,8089,TPEx,19,19,0,1.0
price,8091,TPEx,3,3,0,1.0
price,8096,TPEx,66,66,0,1.0
price,8103,TWSE,15,14,1,0.9333333333
price,8110,TWSE,29,29,0,1.0
price,8111,TPEx,67,67,0,1.0
price,8112,TWSE,191,191,0,1.0
price,8114,TWSE,5,5,0,1.0
price,8131,TWSE,29,29,0,1.0
price,8147,TPEx,3,3,0,1.0
price,8150,TWSE,97,97,0,1.0
price,8155,TPEx,120,120,0,1.0
price,8210,TWSE,265,265,0,1.0
price,8222,TWSE,19,19,0,1.0
price,8227,TPEx,30,30,0,1.0
price,8234,TPEx,35,35,0,1.0
price,8249,TWSE,14,13,1,0.9285714286
price,8255,TPEx,32,32,0,1.0
price,8261,TWSE,36,36,0,1.0
price,8271,TWSE,75,75,0,1.0
price,8289,TPEx,3,3,0,1.0
price,8299,TPEx,290,290,0,1.0
price,8358,TPEx,161,161,0,1.0
price,8374,TWSE,46,46,0,1.0
price,8390,TPEx,11,11,0,1.0
price,8422,TWSE,14,13,1,0.9285714286
price,8436,TPEx,13,13,0,1.0
price,8454,TWSE,41,41,0,1.0
price,8464,TWSE,114,114,0,1.0
price,8467,TWSE,2,2,0,1.0
price,8478,TWSE,15,15,0,1.0
price,8926,TWSE,17,17,0,1.0
price,8932,TPEx,35,34,1,0.9714285714
price,8936,TPEx,86,86,0,1.0
price,8996,TWSE,172,172,0,1.0
price,9105,TWSE,20,20,0,1.0
price,9802,TWSE,19,19,0,1.0
price,9904,TWSE,113,113,0,1.0
price,9907,TWSE,5,5,0,1.0
price,9910,TWSE,23,23,0,1.0
price,9914,TWSE,38,38,0,1.0
price,9921,TWSE,27,27,0,1.0
price,9933,TWSE,9,9,0,1.0
