family,ticker,market,required_dates,ready_dates,blocked_dates,ready_share
institutional,7402,TPEx,10,10,0,1.0
institutional,7610,TWSE,10,9,1,0.9
institutional,7722,TWSE,20,19,1,0.95
institutional,7728,TPEx,4,4,0,1.0
institutional,7734,TPEx,23,23,0,1.0
institutional,7750,TWSE,40,40,0,1.0
institutional,7751,TPEx,28,28,0,1.0
institutional,7769,TWSE,47,47,0,1.0
institutional,7795,TWSE,10,10,0,1.0
institutional,8016,TWSE,94,94,0,1.0
institutional,8021,TWSE,87,87,0,1.0
institutional,8028,TWSE,284,284,0,1.0
institutional,8032,TPEx,5,5,0,1.0
institutional,8033,TWSE,80,80,0,1.0
institutional,8039,TWSE,97,97,0,1.0
institutional,8042,TPEx,9,9,0,1.0
institutional,8043,TPEx,19,19,0,1.0
institutional,8046,TWSE,109,109,0,1.0
institutional,8048,TPEx,15,15,0,1.0
institutional,8050,TPEx,29,29,0,1.0
institutional,8064,TPEx,47,47,0,1.0
institutional,8069,TPEx,188,188,0,1.0
institutional,8070,TWSE,51,51,0,1.0
institutional,8072,TWSE,34,33,1,0.9705882353
institutional,8074,TPEx,3,3,0,1.0
institutional,8076,TPEx,5,5,0,1.0
institutional,8081,TWSE,33,33,0,1.0
institutional,8086,TPEx,55,55,0,1.0
institutional,8088,TPEx,26,26,0,1.0
institutional,8089,TPEx,19,19,0,1.0
institutional,8091,TPEx,3,3,0,1.0
institutional,8096,TPEx,66,66,0,1.0
institutional,8103,TWSE,15,15,0,1.0
institutional,8110,TWSE,29,29,0,1.0
institutional,8111,TPEx,67,67,0,1.0
institutional,8112,TWSE,191,191,0,1.0
institutional,8114,TWSE,5,5,0,1.0
institutional,8131,TWSE,29,29,0,1.0
institutional,8147,TPEx,3,3,0,1.0
institutional,8150,TWSE,97,97,0,1.0
institutional,8155,TPEx,120,119,1,0.9916666667
institutional,8210,TWSE,265,265,0,1.0
institutional,8222,TWSE,19,19,0,1.0
institutional,8227,TPEx,30,30,0,1.0
institutional,8234,TPEx,35,35,0,1.0
institutional,8249,TWSE,14,13,1,0.9285714286
institutional,8255,TPEx,32,32,0,1.0
institutional,8261,TWSE,36,36,0,1.0
institutional,8271,TWSE,75,75,0,1.0
institutional,8289,TPEx,3,3,0,1.0
institutional,8299,TPEx,290,290,0,1.0
institutional,8358,TPEx,161,161,0,1.0
institutional,8374,TWSE,46,46,0,1.0
institutional,8390,TPEx,11,11,0,1.0
institutional,8422,TWSE,14,13,1,0.9285714286
institutional,8436,TPEx,13,13,0,1.0
institutional,8454,TWSE,41,41,0,1.0
institutional,8464,TWSE,114,114,0,1.0
institutional,8467,TWSE,2,2,0,1.0
institutional,8478,TWSE,15,15,0,1.0
institutional,8926,TWSE,17,17,0,1.0
institutional,8932,TPEx,35,34,1,0.9714285714
institutional,8936,TPEx,86,86,0,1.0
institutional,8996,TWSE,172,172,0,1.0
institutional,9105,TWSE,20,20,0,1.0
institutional,9802,TWSE,19,19,0,1.0
institutional,9904,TWSE,113,113,0,1.0
institutional,9907,TWSE,5,5,0,1.0
institutional,9910,TWSE,23,23,0,1.0
institutional,9914,TWSE,38,38,0,1.0
institutional,9921,TWSE,27,27,0,1.0
institutional,9933,TWSE,9,9,0,1.0
institutional,9938,TWSE,27,27,0,1.0
institutional,9939,TWSE,5,5,0,1.0
institutional,9941,TWSE,15,15,0,1.0
institutional,9945,TWSE,118,117,1,0.9915254237
institutional,9958,TWSE,139,139,0,1.0
margin_short,1101,TWSE,169,169,0,1.0
margin_short,1102,TWSE,62,58,4,0.935483871
margin_short,1210,TWSE,38,34,4,0.8947368421
margin_short,1215,TWSE,5,5,0,1.0
margin_short,1216,TWSE,340,340,0,1.0
margin_short,1301,TWSE,22,22,0,1.0
margin_short,1303,TWSE,78,74,4,0.9487179487
margin_short,1307,TWSE,4,4,0,1.0
margin_short,1319,TWSE,185,185,0,1.0
margin_short,1326,TWSE,28,28,0,1.0
margin_short,1339,TWSE,5,5,0,1.0
margin_short,1402,TWSE,93,93,0,1.0
margin_short,1409,TWSE,1,1,0,1.0
margin_short,1476,TWSE,135,132,3,0.9777777778
margin_short,1477,TWSE,169,169,0,1.0
margin_short,1503,TWSE,120,120,0,1.0
margin_short,1504,TWSE,145,145,0,1.0
margin_short,1513,TWSE,320,320,0,1.0
margin_short,1514,TWSE,201,201,0,1.0
margin_short,1515,TWSE,5,5,0,1.0
margin_short,1519,TWSE,276,272,4,0.9855072464
margin_short,1522,TWSE,76,76,0,1.0
margin_short,1524,TWSE,80,80,0,1.0
margin_short,1529,TWSE,5,5,0,1.0
margin_short,1532,TWSE,5,5,0,1.0
margin_short,1536,TWSE,23,23,0,1.0
margin_short,1540,TWSE,7,7,0,1.0
margin_short,1560,TWSE,288,284,4,0.9861111111
margin_short,1582,TWSE,42,38,4,0.9047619048
margin_short,1584,TPEx,58,58,0,1.0
margin_short,1590,TWSE,314,310,4,0.9872611465
margin_short,1597,TWSE,47,43,4,0.914893617
margin_short,1603,TWSE,17,17,0,1.0
margin_short,1605,TWSE,126,126,0,1.0
margin_short,1608,TWSE,48,44,4,0.9166666667
margin_short,1609,TWSE,177,177,0,1.0
margin_short,1612,TWSE,18,18,0,1.0
margin_short,1616,TWSE,15,11,4,0.7333333333
margin_short,1618,TWSE,41,37,4,0.9024390244
margin_short,1702,TWSE,5,5,0,1.0
margin_short,1708,TWSE,10,10,0,1.0
margin_short,1711,TWSE,17,17,0,1.0
margin_short,1717,TWSE,37,33,4,0.8918918919
margin_short,1722,TWSE,5,5,0,1.0
margin_short,1727,TWSE,5,5,0,1.0
margin_short,1732,TWSE,5,1,4,0.2
margin_short,1736,TWSE,22,22,0,1.0
margin_short,1760,TWSE,10,10,0,1.0
margin_short,1773,TWSE,18,14,4,0.7777777778
margin_short,1785,TPEx,265,265,0,1.0
margin_short,1795,TWSE,236,236,0,1.0
margin_short,1802,TWSE,9,5,4,0.5555555556
margin_short,1808,TWSE,15,15,0,1.0
margin_short,1815,TPEx,180,180,0,1.0
margin_short,1904,TWSE,4,4,0,1.0
margin_short,2002,TWSE,34,34,0,1.0
margin_short,2009,TWSE,9,9,0,1.0
margin_short,2014,TWSE,29,29,0,1.0
margin_short,2027,TWSE,95,91,4,0.9578947368
margin_short,2031,TWSE,9,9,0,1.0
margin_short,2049,TWSE,171,167,4,0.9766081871
margin_short,2059,TWSE,229,229,0,1.0
margin_short,2062,TWSE,8,8,0,1.0
margin_short,2070,TPEx,4,4,0,1.0
margin_short,2101,TWSE,47,47,0,1.0
margin_short,2105,TWSE,55,51,4,0.9272727273
margin_short,2201,TWSE,81,81,0,1.0
margin_short,2204,TWSE,90,90,0,1.0
margin_short,2206,TWSE,68,68,0,1.0
margin_short,2207,TWSE,14,14,0,1.0
margin_short,2211,TWSE,5,5,0,1.0
margin_short,2228,TWSE,10,10,0,1.0
margin_short,2230,TPEx,10,10,0,1.0
margin_short,2233,TWSE,33,33,0,1.0
margin_short,2301,TWSE,258,258,0,1.0
margin_short,2303,TWSE,316,316,0,1.0
margin_short,2308,TWSE,431,431,0,1.0
margin_short,2311,TWSE,5,0,5,0.0
margin_short,2312,TWSE,101,97,4,0.9603960396
margin_short,2313,TWSE,260,257,3,0.9884615385
margin_short,2317,TWSE,474,474,0,1.0
margin_short,2323,TWSE,5,5,0,1.0
margin_short,2324,TWSE,82,82,0,1.0
margin_short,2325,TWSE,5,0,5,0.0
margin_short,2327,TWSE,365,361,4,0.9890410959
margin_short,2328,TWSE,52,52,0,1.0
margin_short,2329,TWSE,165,161,4,0.9757575758
margin_short,2330,TWSE,554,554,0,1.0
margin_short,2331,TWSE,10,10,0,1.0
margin_short,2332,TWSE,15,15,0,1.0
margin_short,2337,TWSE,15,11,4,0.7333333333
margin_short,2338,TWSE,3,3,0,1.0
margin_short,2340,TWSE,8,8,0,1.0
margin_short,2344,TWSE,72,68,4,0.9444444444
margin_short,2345,TWSE,330,330,0,1.0
margin_short,2347,TWSE,200,200,0,1.0
margin_short,2348,TWSE,44,44,0,1.0
margin_short,2351,TWSE,19,19,0,1.0
margin_short,2352,TWSE,42,42,0,1.0
margin_short,2353,TWSE,306,306,0,1.0
margin_short,2354,TWSE,157,153,4,0.974522293
margin_short,2355,TWSE,85,82,3,0.9647058824
margin_short,2356,TWSE,269,269,0,1.0
margin_short,2357,TWSE,411,411,0,1.0
margin_short,2359,TWSE,70,66,4,0.9428571429
margin_short,2360,TWSE,295,291,4,0.986440678
margin_short,2362,TWSE,45,45,0,1.0
margin_short,2363,TWSE,84,84,0,1.0
margin_short,2364,TWSE,19,19,0,1.0
margin_short,2365,TWSE,83,79,4,0.9518072289
margin_short,2367,TWSE,73,69,4,0.9452054795
margin_short,2368,TWSE,250,246,4,0.984
margin_short,2369,TWSE,1,1,0,1.0
margin_short,2371,TWSE,160,157,3,0.98125
margin_short,2374,TWSE,133,129,4,0.969924812
margin_short,2375,TWSE,48,45,3,0.9375
margin_short,2376,TWSE,265,265,0,1.0
margin_short,2377,TWSE,267,263,4,0.9850187266
margin_short,2379,TWSE,373,370,3,0.9919571046
margin_short,2382,TWSE,356,356,0,1.0
margin_short,2383,TWSE,289,289,0,1.0
margin_short,2385,TWSE,121,121,0,1.0
margin_short,2388,TWSE,56,56,0,1.0
margin_short,2392,TWSE,72,72,0,1.0
margin_short,2393,TWSE,24,24,0,1.0
margin_short,2395,TWSE,160,160,0,1.0
margin_short,2399,TWSE,10,10,0,1.0
margin_short,2401,TWSE,24,24,0,1.0
margin_short,2402,TWSE,153,149,4,0.9738562092
margin_short,2404,TWSE,173,173,0,1.0
margin_short,2405,TWSE,24,24,0,1.0
margin_short,2406,TWSE,10,10,0,1.0
margin_short,2408,TWSE,19,15,4,0.7894736842
margin_short,2409,TWSE,24,20,4,0.8333333333
margin_short,2412,TWSE,400,400,0,1.0
margin_short,2413,TWSE,5,1,4,0.2
margin_short,2419,TWSE,9,9,0,1.0
margin_short,2421,TWSE,120,116,4,0.9666666667
margin_short,2425,TWSE,15,15,0,1.0
margin_short,2427,TWSE,13,13,0,1.0
margin_short,2428,TWSE,35,35,0,1.0
margin_short,2436,TWSE,81,77,4,0.950617284
margin_short,2439,TWSE,152,148,4,0.9736842105
margin_short,2441,TWSE,43,43,0,1.0
margin_short,2448,TWSE,5,0,5,0.0
margin_short,2449,TWSE,205,201,4,0.9804878049
margin_short,2451,TWSE,110,106,4,0.9636363636
margin_short,2453,TWSE,18,18,0,1.0
margin_short,2454,TWSE,417,417,0,1.0
margin_short,2455,TWSE,179,179,0,1.0
margin_short,2456,TWSE,5,0,5,0.0
margin_short,2457,TWSE,19,19,0,1.0
margin_short,2458,TWSE,164,160,4,0.9756097561
margin_short,2462,TWSE,5,5,0,1.0
margin_short,2464,TWSE,28,24,4,0.8571428571
margin_short,2467,TWSE,143,139,4,0.972027972
margin_short,2468,TWSE,37,37,0,1.0
margin_short,2471,TWSE,14,14,0,1.0
margin_short,2472,TWSE,67,67,0,1.0
margin_short,2474,TWSE,182,178,4,0.978021978
margin_short,2476,TWSE,109,105,4,0.9633027523
margin_short,2478,TWSE,24,20,4,0.8333333333
margin_short,2481,TWSE,116,116,0,1.0
margin_short,2484,TWSE,5,5,0,1.0
margin_short,2486,TWSE,104,104,0,1.0
margin_short,2489,TWSE,61,57,4,0.9344262295
margin_short,2492,TWSE,200,196,4,0.98
margin_short,2495,TWSE,14,14,0,1.0
margin_short,2497,TWSE,18,18,0,1.0
margin_short,2501,TWSE,15,15,0,1.0
margin_short,2504,TWSE,42,39,3,0.9285714286
margin_short,2515,TWSE,81,81,0,1.0
margin_short,2520,TWSE,43,40,3,0.9302325581
margin_short,2524,TWSE,10,10,0,1.0
margin_short,2537,TWSE,10,10,0,1.0
margin_short,2540,TWSE,30,30,0,1.0
margin_short,2542,TWSE,77,73,4,0.9480519481
margin_short,2543,TWSE,48,44,4,0.9166666667
margin_short,2603,TWSE,167,164,3,0.9820359281
margin_short,2605,TWSE,92,88,4,0.9565217391
margin_short,2606,TWSE,114,111,3,0.9736842105
margin_short,2607,TWSE,5,5,0,1.0
margin_short,2609,TWSE,141,141,0,1.0
margin_short,2610,TWSE,261,261,0,1.0
margin_short,2611,TWSE,10,10,0,1.0
margin_short,2613,TWSE,8,8,0,1.0
margin_short,2615,TWSE,154,154,0,1.0
margin_short,2618,TWSE,330,330,0,1.0
margin_short,2630,TWSE,5,0,5,0.0
margin_short,2634,TWSE,116,113,3,0.974137931
margin_short,2636,TWSE,9,9,0,1.0
margin_short,2637,TWSE,84,81,3,0.9642857143
margin_short,2641,TPEx,34,34,0,1.0
margin_short,2645,TWSE,99,75,24,0.7575757576
margin_short,2646,TWSE,15,0,15,0.0
margin_short,2727,TWSE,37,37,0,1.0
margin_short,2731,TWSE,74,74,0,1.0
margin_short,2743,TPEx,24,24,0,1.0
margin_short,2745,TPEx,5,5,0,1.0
margin_short,2748,TWSE,10,10,0,1.0
margin_short,2753,TWSE,10,10,0,1.0
margin_short,2801,TWSE,223,223,0,1.0
margin_short,2809,TWSE,49,45,4,0.9183673469
margin_short,2812,TWSE,5,5,0,1.0
margin_short,2816,TWSE,5,5,0,1.0
margin_short,2823,TWSE,5,0,5,0.0
margin_short,2834,TWSE,104,104,0,1.0
margin_short,2855,TWSE,1,1,0,1.0
margin_short,2867,TWSE,5,5,0,1.0
margin_short,2880,TWSE,244,244,0,1.0
margin_short,2881,TWSE,421,417,4,0.9904988124
margin_short,2882,TWSE,347,347,0,1.0
margin_short,2883,TWSE,323,319,4,0.9876160991
margin_short,2884,TWSE,417,417,0,1.0
margin_short,2885,TWSE,440,440,0,1.0
margin_short,2886,TWSE,360,360,0,1.0
margin_short,2887,TWSE,366,366,0,1.0
margin_short,2888,TWSE,198,193,5,0.9747474747
margin_short,2890,TWSE,410,410,0,1.0
margin_short,2891,TWSE,546,546,0,1.0
margin_short,2892,TWSE,276,276,0,1.0
margin_short,2912,TWSE,227,227,0,1.0
margin_short,2913,TWSE,9,9,0,1.0
margin_short,2915,TWSE,43,43,0,1.0
margin_short,3004,TWSE,20,20,0,1.0
margin_short,3005,TWSE,182,182,0,1.0
margin_short,3006,TWSE,26,26,0,1.0
margin_short,3008,TWSE,361,361,0,1.0
margin_short,3010,TWSE,23,23,0,1.0
margin_short,3013,TWSE,185,181,4,0.9783783784
margin_short,3014,TWSE,84,84,0,1.0
margin_short,3017,TWSE,266,266,0,1.0
margin_short,3019,TWSE,173,169,4,0.9768786127
margin_short,3022,TWSE,5,5,0,1.0
margin_short,3023,TWSE,85,81,4,0.9529411765
margin_short,3025,TWSE,72,72,0,1.0
margin_short,3026,TWSE,43,39,4,0.9069767442
margin_short,3027,TWSE,9,9,0,1.0
margin_short,3029,TWSE,100,100,0,1.0
margin_short,3030,TWSE,81,81,0,1.0
margin_short,3032,TWSE,105,101,4,0.9619047619
margin_short,3033,TWSE,42,39,3,0.9285714286
margin_short,3034,TWSE,232,232,0,1.0
margin_short,3035,TWSE,123,119,4,0.9674796748
margin_short,3036,TWSE,276,272,4,0.9855072464
margin_short,3037,TWSE,255,255,0,1.0
margin_short,3042,TWSE,102,102,0,1.0
margin_short,3043,TWSE,5,5,0,1.0
margin_short,3044,TWSE,354,354,0,1.0
margin_short,3045,TWSE,346,346,0,1.0
margin_short,3046,TWSE,10,10,0,1.0
margin_short,3047,TWSE,20,20,0,1.0
margin_short,3048,TWSE,19,15,4,0.7894736842
margin_short,3056,TWSE,14,14,0,1.0
margin_short,3059,TWSE,27,23,4,0.8518518519
margin_short,3078,TPEx,135,135,0,1.0
margin_short,3081,TPEx,75,75,0,1.0
margin_short,3088,TPEx,27,27,0,1.0
margin_short,3090,TWSE,68,65,3,0.9558823529
margin_short,3094,TWSE,5,5,0,1.0
margin_short,3105,TPEx,84,84,0,1.0
margin_short,3128,TPEx,5,5,0,1.0
margin_short,3131,TPEx,224,67,157,0.2991071429
margin_short,3135,TWSE,9,0,9,0.0
margin_short,3138,TWSE,29,26,3,0.8965517241
margin_short,3141,TPEx,4,4,0,1.0
margin_short,3147,TPEx,75,75,0,1.0
margin_short,3152,TPEx,5,5,0,1.0
margin_short,3162,TPEx,25,25,0,1.0
margin_short,3163,TPEx,167,167,0,1.0
margin_short,3167,TWSE,91,88,3,0.967032967
margin_short,3169,TPEx,5,5,0,1.0
margin_short,3189,TWSE,195,195,0,1.0
margin_short,3207,TPEx,13,13,0,1.0
margin_short,3211,TPEx,51,51,0,1.0
margin_short,3213,TPEx,26,26,0,1.0
margin_short,3217,TPEx,98,98,0,1.0
margin_short,3218,TPEx,5,5,0,1.0
margin_short,3227,TPEx,158,158,0,1.0
margin_short,3228,TPEx,5,5,0,1.0
margin_short,3231,TWSE,347,347,0,1.0
margin_short,3236,TPEx,15,15,0,1.0
margin_short,3257,TWSE,15,15,0,1.0
margin_short,3260,TPEx,239,239,0,1.0
margin_short,3264,TPEx,193,193,0,1.0
margin_short,3265,TPEx,40,40,0,1.0
margin_short,3287,TPEx,8,8,0,1.0
margin_short,3289,TPEx,110,110,0,1.0
margin_short,3293,TPEx,350,350,0,1.0
margin_short,3303,TPEx,4,4,0,1.0
margin_short,3305,TWSE,71,67,4,0.9436619718
margin_short,3306,TPEx,5,5,0,1.0
margin_short,3312,TWSE,44,44,0,1.0
margin_short,3317,TPEx,3,3,0,1.0
margin_short,3324,TPEx,286,286,0,1.0
margin_short,3325,TPEx,37,37,0,1.0
margin_short,3338,TWSE,33,33,0,1.0
margin_short,3346,TWSE,24,24,0,1.0
margin_short,3356,TWSE,14,14,0,1.0
margin_short,3357,TPEx,35,35,0,1.0
margin_short,3362,TPEx,145,145,0,1.0
margin_short,3363,TPEx,111,111,0,1.0
margin_short,3374,TPEx,173,173,0,1.0
margin_short,3376,TWSE,128,128,0,1.0
margin_short,3379,TPEx,24,24,0,1.0
margin_short,3380,TWSE,5,5,0,1.0
margin_short,3402,TPEx,8,8,0,1.0
margin_short,3406,TWSE,280,280,0,1.0
margin_short,3413,TWSE,107,107,0,1.0
margin_short,3416,TWSE,5,1,4,0.2
margin_short,3434,TPEx,9,9,0,1.0
margin_short,3443,TWSE,219,219,0,1.0
margin_short,3444,TPEx,10,10,0,1.0
margin_short,3447,TWSE,5,1,4,0.2
margin_short,3450,TWSE,114,114,0,1.0
margin_short,3479,TPEx,4,4,0,1.0
margin_short,3481,TWSE,91,91,0,1.0
margin_short,3483,TPEx,107,107,0,1.0
margin_short,3491,TPEx,175,175,0,1.0
margin_short,3498,TPEx,5,5,0,1.0
margin_short,3515,TWSE,114,110,4,0.9649122807
margin_short,3526,TPEx,12,12,0,1.0
margin_short,3528,TWSE,23,19,4,0.8260869565
margin_short,3529,TPEx,251,251,0,1.0
margin_short,3532,TWSE,26,26,0,1.0
margin_short,3533,TWSE,242,238,4,0.9834710744
margin_short,3545,TWSE,77,77,0,1.0
margin_short,3548,TPEx,57,57,0,1.0
margin_short,3551,TPEx,48,48,0,1.0
margin_short,3558,TPEx,44,44,0,1.0
margin_short,3563,TWSE,145,141,4,0.9724137931
margin_short,3564,TPEx,5,5,0,1.0
margin_short,3583,TWSE,242,238,4,0.9834710744
margin_short,3587,TPEx,137,137,0,1.0
margin_short,3591,TWSE,10,10,0,1.0
margin_short,3592,TWSE,102,102,0,1.0
margin_short,3596,TWSE,103,99,4,0.9611650485
margin_short,3605,TWSE,61,57,4,0.9344262295
margin_short,3617,TWSE,71,71,0,1.0
margin_short,3622,TWSE,30,30,0,1.0
margin_short,3624,TPEx,14,14,0,1.0
margin_short,3630,TPEx,5,5,0,1.0
margin_short,3645,TWSE,85,85,0,1.0
margin_short,3653,TWSE,230,230,0,1.0
margin_short,3661,TWSE,147,147,0,1.0
margin_short,3663,TPEx,37,37,0,1.0
margin_short,3665,TWSE,188,184,4,0.9787234043
margin_short,3673,TWSE,33,29,4,0.8787878788
margin_short,3675,TPEx,24,24,0,1.0
margin_short,3680,TPEx,164,164,0,1.0
margin_short,3687,TPEx,15,15,0,1.0
margin_short,3689,TPEx,131,131,0,1.0
margin_short,3693,TPEx,49,49,0,1.0
margin_short,3694,TWSE,50,46,4,0.92
margin_short,3698,TWSE,5,0,5,0.0
margin_short,3701,TWSE,30,30,0,1.0
margin_short,3702,TWSE,223,219,4,0.9820627803
margin_short,3703,TWSE,5,5,0,1.0
margin_short,3704,TWSE,23,19,4,0.8260869565
margin_short,3705,TWSE,10,10,0,1.0
margin_short,3706,TWSE,175,175,0,1.0
margin_short,3707,TPEx,5,5,0,1.0
margin_short,3708,TWSE,38,38,0,1.0
margin_short,3709,TPEx,15,15,0,1.0
margin_short,3711,TWSE,428,428,0,1.0
margin_short,3712,TWSE,40,40,0,1.0
margin_short,3715,TWSE,164,160,4,0.9756097561
margin_short,4105,TPEx,13,13,0,1.0
margin_short,4114,TPEx,13,13,0,1.0
margin_short,4123,TPEx,51,51,0,1.0
margin_short,4129,TPEx,10,10,0,1.0
margin_short,4147,TPEx,5,5,0,1.0
margin_short,4162,TPEx,45,45,0,1.0
margin_short,4167,TPEx,8,8,0,1.0
margin_short,4303,TPEx,34,34,0,1.0
margin_short,4532,TWSE,9,9,0,1.0
margin_short,4533,TPEx,42,42,0,1.0
margin_short,4541,TPEx,35,35,0,1.0
margin_short,4542,TPEx,7,7,0,1.0
margin_short,4543,TPEx,5,5,0,1.0
margin_short,4549,TPEx,25,25,0,1.0
margin_short,4562,TWSE,10,6,4,0.6
margin_short,4563,TPEx,18,18,0,1.0
margin_short,4566,TWSE,50,50,0,1.0
margin_short,4571,TWSE,29,25,4,0.8620689655
margin_short,4576,TWSE,59,55,4,0.9322033898
margin_short,4583,TWSE,90,86,4,0.9555555556
margin_short,4585,TWSE,5,0,5,0.0
margin_short,4714,TPEx,3,3,0,1.0
margin_short,4721,TPEx,15,15,0,1.0
margin_short,4746,TWSE,66,66,0,1.0
margin_short,4749,TPEx,157,128,29,0.8152866242
margin_short,4755,TWSE,8,8,0,1.0
margin_short,4763,TWSE,254,250,4,0.9842519685
margin_short,4764,TWSE,14,14,0,1.0
margin_short,4766,TWSE,29,25,4,0.8620689655
margin_short,4768,TPEx,41,41,0,1.0
margin_short,4770,TWSE,24,24,0,1.0
margin_short,4772,TPEx,103,95,8,0.9223300971
margin_short,4903,TPEx,3,3,0,1.0
margin_short,4904,TWSE,375,375,0,1.0
margin_short,4906,TWSE,64,64,0,1.0
margin_short,4908,TPEx,39,39,0,1.0
margin_short,4909,TPEx,40,40,0,1.0
margin_short,4912,TWSE,5,5,0,1.0
margin_short,4915,TWSE,24,20,4,0.8333333333
margin_short,4916,TWSE,35,35,0,1.0
margin_short,4919,TWSE,19,19,0,1.0
margin_short,4931,TPEx,87,87,0,1.0
margin_short,4934,TWSE,5,5,0,1.0
margin_short,4938,TWSE,190,187,3,0.9842105263
margin_short,4949,TWSE,14,11,3,0.7857142857
margin_short,4953,TPEx,50,50,0,1.0
margin_short,4958,TWSE,289,289,0,1.0
margin_short,4961,TWSE,64,64,0,1.0
margin_short,4966,TPEx,146,146,0,1.0
margin_short,4967,TWSE,146,142,4,0.9726027397
margin_short,4968,TWSE,52,52,0,1.0
margin_short,4971,TPEx,49,49,0,1.0
margin_short,4973,TPEx,10,10,0,1.0
margin_short,4974,TPEx,16,16,0,1.0
margin_short,4977,TWSE,66,62,4,0.9393939394
margin_short,4979,TPEx,226,226,0,1.0
margin_short,4991,TPEx,63,63,0,1.0
margin_short,5009,TPEx,63,63,0,1.0
margin_short,5215,TWSE,5,5,0,1.0
margin_short,5222,TWSE,10,10,0,1.0
margin_short,5225,TWSE,5,5,0,1.0
margin_short,5234,TWSE,63,59,4,0.9365079365
margin_short,5236,TPEx,5,5,0,1.0
margin_short,5244,TWSE,5,5,0,1.0
margin_short,5251,TPEx,20,20,0,1.0
margin_short,5258,TWSE,56,56,0,1.0
margin_short,5263,TPEx,5,5,0,1.0
margin_short,5264,TWSE,5,0,5,0.0
margin_short,5269,TWSE,177,177,0,1.0
margin_short,5274,TPEx,188,188,0,1.0
margin_short,5284,TWSE,82,82,0,1.0
margin_short,5289,TPEx,121,121,0,1.0
margin_short,5291,TPEx,3,3,0,1.0
margin_short,5309,TPEx,66,66,0,1.0
margin_short,5314,TPEx,54,54,0,1.0
margin_short,5315,TPEx,3,3,0,1.0
margin_short,5321,TPEx,5,5,0,1.0
margin_short,5328,TPEx,3,3,0,1.0
margin_short,5340,TPEx,37,37,0,1.0
margin_short,5347,TPEx,268,268,0,1.0
margin_short,5351,TPEx,17,17,0,1.0
margin_short,5371,TPEx,42,42,0,1.0
margin_short,5381,TPEx,12,12,0,1.0
margin_short,5386,TPEx,22,22,0,1.0
margin_short,5388,TWSE,79,76,3,0.9620253165
margin_short,5425,TPEx,43,43,0,1.0
margin_short,5426,TPEx,5,5,0,1.0
margin_short,5434,TWSE,88,84,4,0.9545454545
margin_short,5439,TPEx,172,172,0,1.0
margin_short,5443,TPEx,129,129,0,1.0
margin_short,5452,TPEx,4,4,0,1.0
margin_short,5465,TPEx,3,3,0,1.0
margin_short,5469,TWSE,75,72,3,0.96
margin_short,5474,TPEx,9,9,0,1.0
margin_short,5478,TPEx,8,8,0,1.0
margin_short,5483,TPEx,181,181,0,1.0
margin_short,5508,TPEx,53,53,0,1.0
margin_short,5521,TWSE,14,14,0,1.0
margin_short,5522,TWSE,14,11,3,0.7857142857
margin_short,5530,TPEx,8,8,0,1.0
margin_short,5534,TWSE,30,30,0,1.0
margin_short,5536,TPEx,115,115,0,1.0
margin_short,5706,TWSE,24,24,0,1.0
margin_short,5871,TWSE,146,146,0,1.0
margin_short,5876,TWSE,177,177,0,1.0
margin_short,5880,TWSE,140,140,0,1.0
margin_short,5904,TPEx,38,38,0,1.0
margin_short,6005,TWSE,21,21,0,1.0
margin_short,6015,TPEx,3,3,0,1.0
margin_short,6016,TPEx,3,3,0,1.0
margin_short,6026,TPEx,3,3,0,1.0
margin_short,6104,TPEx,112,112,0,1.0
margin_short,6111,TPEx,5,5,0,1.0
margin_short,6112,TWSE,10,10,0,1.0
margin_short,6117,TWSE,49,45,4,0.9183673469
margin_short,6121,TPEx,96,96,0,1.0
margin_short,6122,TPEx,5,5,0,1.0
margin_short,6125,TPEx,15,15,0,1.0
margin_short,6126,TPEx,17,17,0,1.0
margin_short,6138,TPEx,115,115,0,1.0
margin_short,6139,TWSE,196,196,0,1.0
margin_short,6140,TPEx,28,28,0,1.0
margin_short,6143,TPEx,75,75,0,1.0
margin_short,6146,TPEx,3,3,0,1.0
margin_short,6147,TPEx,55,55,0,1.0
margin_short,6148,TPEx,24,24,0,1.0
margin_short,6150,TPEx,5,5,0,1.0
margin_short,6165,TWSE,5,5,0,1.0
margin_short,6173,TPEx,45,45,0,1.0
margin_short,6175,TPEx,21,21,0,1.0
margin_short,6176,TWSE,183,183,0,1.0
margin_short,6177,TWSE,20,20,0,1.0
margin_short,6182,TPEx,81,81,0,1.0
margin_short,6187,TPEx,134,134,0,1.0
margin_short,6188,TPEx,58,58,0,1.0
margin_short,6189,TWSE,33,33,0,1.0
margin_short,6190,TPEx,67,67,0,1.0
margin_short,6191,TWSE,111,108,3,0.972972973
margin_short,6196,TWSE,64,60,4,0.9375
margin_short,6197,TWSE,120,120,0,1.0
margin_short,6203,TPEx,5,5,0,1.0
margin_short,6206,TWSE,40,36,4,0.9
margin_short,6207,TPEx,34,34,0,1.0
margin_short,6209,TWSE,26,26,0,1.0
margin_short,6213,TWSE,213,213,0,1.0
margin_short,6214,TWSE,29,29,0,1.0
margin_short,6215,TWSE,86,86,0,1.0
margin_short,6223,TPEx,343,343,0,1.0
margin_short,6227,TPEx,14,14,0,1.0
margin_short,6231,TPEx,79,79,0,1.0
margin_short,6235,TWSE,43,39,4,0.9069767442
margin_short,6239,TWSE,238,238,0,1.0
