ticker,market,status,required_dates,ready_dates,blocked_dates,retrieval_attempted
6770,TWSE,reused_existing_compact,94,94,0,False
6781,TWSE,accepted,360,359,1,True
6788,TPEx,accepted,449,448,1,True
6789,TWSE,reused_existing_compact,551,551,0,False
6796,TWSE,reused_existing_compact,84,84,0,False
6799,TWSE,reused_existing_compact,300,300,0,False
6805,TWSE,accepted,659,658,1,True
6806,TWSE,blocked_no_trusted_free_adjusted_history,287,0,287,True
6811,TPEx,reused_existing_compact,365,365,0,False
6829,TPEx,accepted,363,362,1,True
6830,TWSE,reused_existing_compact,243,243,0,False
6831,TWSE,reused_existing_compact,84,84,0,False
6841,TPEx,reused_existing_compact,171,171,0,False
6863,TWSE,reused_existing_compact,239,239,0,False
6873,TWSE,reused_existing_compact,255,255,0,False
6877,TPEx,reused_existing_compact,166,166,0,False
6890,TWSE,accepted,219,218,1,True
6894,TPEx,reused_existing_compact,82,82,0,False
6903,TPEx,reused_existing_compact,152,152,0,False
6937,TWSE,accepted,222,221,1,True
6944,TWSE,accepted,306,305,1,True
6962,TWSE,accepted,111,87,24,True
7402,TPEx,accepted,168,167,1,True
7610,TWSE,reused_existing_compact,89,89,0,False
7722,TWSE,accepted,188,187,1,True
7728,TPEx,reused_existing_compact,83,83,0,False
7734,TPEx,reused_existing_compact,116,116,0,False
7750,TWSE,reused_existing_compact,151,151,0,False
7751,TPEx,reused_existing_compact,143,143,0,False
7769,TWSE,reused_existing_compact,192,192,0,False
7795,TWSE,reused_existing_compact,89,89,0,False
8016,TWSE,accepted,481,480,1,True
8021,TWSE,accepted,258,257,1,True
8028,TWSE,accepted,601,600,1,True
8032,TPEx,reused_existing_compact,84,84,0,False
8033,TWSE,accepted,340,339,1,True
8039,TWSE,accepted,447,446,1,True
8042,TPEx,reused_existing_compact,92,92,0,False
8043,TPEx,reused_existing_compact,177,177,0,False
8046,TWSE,accepted,416,415,1,True
8048,TPEx,reused_existing_compact,111,111,0,False
8050,TPEx,reused_existing_compact,113,113,0,False
8064,TPEx,reused_existing_compact,283,283,0,False
8069,TPEx,accepted,569,568,1,True
8070,TWSE,accepted,401,400,1,True
8072,TWSE,reused_existing_compact,118,118,0,False
8074,TPEx,reused_existing_compact,82,82,0,False
8076,TPEx,reused_existing_compact,84,84,0,False
8081,TWSE,reused_existing_compact,245,245,0,False
8086,TPEx,reused_existing_compact,326,326,0,False
8088,TPEx,accepted,167,166,1,True
8089,TPEx,reused_existing_compact,144,144,0,False
8091,TPEx,reused_existing_compact,82,82,0,False
8096,TPEx,reused_existing_compact,373,373,0,False
8103,TWSE,accepted,183,182,1,True
8110,TWSE,reused_existing_compact,160,160,0,False
8111,TPEx,accepted,373,372,1,True
8112,TWSE,accepted,574,573,1,True
8114,TWSE,reused_existing_compact,84,84,0,False
8131,TWSE,reused_existing_compact,139,139,0,False
8147,TPEx,reused_existing_compact,82,82,0,False
8150,TWSE,accepted,370,369,1,True
8155,TPEx,accepted,616,615,1,True
8210,TWSE,accepted,780,779,1,True
8222,TWSE,reused_existing_compact,177,177,0,False
8227,TPEx,reused_existing_compact,259,259,0,False
8234,TPEx,accepted,224,223,1,True
8249,TWSE,reused_existing_compact,117,117,0,False
8255,TPEx,accepted,441,440,1,True
8261,TWSE,accepted,298,297,1,True
8271,TWSE,accepted,247,246,1,True
8289,TPEx,reused_existing_compact,82,82,0,False
8299,TPEx,accepted,688,687,1,True
8358,TPEx,accepted,647,646,1,True
8374,TWSE,accepted,312,311,1,True
8390,TPEx,reused_existing_compact,248,248,0,False
8422,TWSE,accepted,172,171,1,True
8436,TPEx,reused_existing_compact,180,180,0,False
8454,TWSE,reused_existing_compact,324,324,0,False
8464,TWSE,reused_existing_compact,451,451,0,False
8467,TWSE,reused_existing_compact,81,81,0,False
8478,TWSE,reused_existing_compact,173,173,0,False
8926,TWSE,reused_existing_compact,217,217,0,False
8932,TPEx,accepted,307,306,1,True
8936,TPEx,reused_existing_compact,507,507,0,False
8996,TWSE,accepted,707,706,1,True
9105,TWSE,reused_existing_compact,136,136,0,False
9802,TWSE,accepted,182,181,1,True
9904,TWSE,reused_existing_compact,361,361,0,False
9907,TWSE,reused_existing_compact,84,84,0,False
9910,TWSE,reused_existing_compact,137,137,0,False
9914,TWSE,reused_existing_compact,205,205,0,False
9921,TWSE,reused_existing_compact,185,185,0,False
9933,TWSE,reused_existing_compact,88,88,0,False
9938,TWSE,reused_existing_compact,265,265,0,False
9939,TWSE,reused_existing_compact,84,84,0,False
9941,TWSE,reused_existing_compact,173,173,0,False
9945,TWSE,reused_existing_compact,352,352,0,False
9958,TWSE,accepted,546,545,1,True
