date,ticker,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,adjustment_policy
2016-01-18,1101,台泥,TWSE,26.50,26.90,26.25,26.60,7044076,187200559,twse_rwd_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160101&stockNo=1101&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-09-27,2377,微星,TWSE,142.00,142.50,137.00,137.50,4998982,698475789,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210901&stockNo=2377&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-10-04,2377,微星,TWSE,131.00,132.50,127.00,127.00,2472807,319829818,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=2377&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-11-21,2379,瑞昱,TWSE,105.00,107.50,104.50,105.00,3161203,336205815,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=2379&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-11-28,2379,瑞昱,TWSE,105.00,105.50,104.00,104.50,1254475,131492400,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=2379&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-07-13,2379,瑞昱,TWSE,362.00,368.00,350.00,360.50,4605479,1653799638,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200701&stockNo=2379&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-07-20,2379,瑞昱,TWSE,344.50,351.00,337.00,351.00,2976740,1029745740,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200701&stockNo=2379&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-06-06,2382,廣達,TWSE,58.20,58.40,57.00,57.50,3313643,191452176,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160601&stockNo=2382&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-06-15,2382,廣達,TWSE,58.00,58.60,57.80,58.00,6303970,366080666,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160601&stockNo=2382&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-04-24,2383,台光電,TWSE,121.00,121.50,116.00,116.00,2147599,252343774,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170401&stockNo=2383&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-05-02,2383,台光電,TWSE,120.50,124.50,117.50,117.50,4091930,490412702,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170501&stockNo=2383&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-12-09,2383,台光電,TWSE,124.00,126.00,123.00,123.00,3390695,421944875,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=2383&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-12-16,2383,台光電,TWSE,124.00,125.00,122.50,125.00,4554795,565790972,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=2383&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-08-31,2409,友達,TWSE,9.85,10.55,9.72,10.50,166717949,1694858357,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=2409&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-09-07,2409,友達,TWSE,10.10,10.30,10.00,10.15,50664678,513202759,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150901&stockNo=2409&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-09-11,2419,仲琦,TWSE,23.05,23.15,22.85,23.15,5227357,120223711,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170901&stockNo=2419&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-09-18,2419,仲琦,TWSE,23.10,23.10,22.70,22.95,4757752,108875603,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170901&stockNo=2419&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-10-05,2439,美律,TWSE,42.95,46.00,42.55,46.00,4975073,222738108,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=2439&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-10-13,2439,美律,TWSE,54.30,58.60,53.50,58.00,17902070,1006751860,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=2439&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-08-02,2441,超豐,TWSE,96.40,97.40,90.50,91.70,10905397,1011469536,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210801&stockNo=2441&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-08-09,2441,超豐,TWSE,95.30,96.90,94.20,94.20,4908211,468245474,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210801&stockNo=2441&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-12-17,2448,晶電,TWSE,27.60,27.60,26.85,26.95,18264587,495380649,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181201&stockNo=2448&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-12-24,2448,晶電,TWSE,25.65,25.80,25.25,25.70,7038243,179835052,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181201&stockNo=2448&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-09-16,2448,晶電,TWSE,24.30,24.40,23.95,24.10,7403582,178912707,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=2448&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-09-23,2448,晶電,TWSE,25.45,25.50,24.60,24.75,16041939,401486479,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=2448&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-03-23,2449,京元電子,TWSE,29.90,30.90,28.80,29.60,13137676,393692505,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=2449&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-03-30,2449,京元電子,TWSE,30.15,30.65,29.80,30.40,6731348,203966156,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=2449&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-06-29,2449,京元電子,TWSE,33.40,34.00,33.10,33.40,24894264,835254464,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200601&stockNo=2449&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-07-06,2449,京元電子,TWSE,36.25,37.10,36.20,37.10,33438199,1225177751,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200701&stockNo=2449&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-06-15,2454,聯發科,TWSE,418.00,419.50,407.50,409.00,5757976,2380090684,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150615&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-06-23,2454,聯發科,TWSE,437.50,439.50,426.00,426.00,6771655,2920020185,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150623&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-09-28,2454,聯發科,TWSE,583.00,607.00,581.00,603.00,8878900,5283154209,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200901&stockNo=2454&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-10-07,2454,聯發科,TWSE,617.00,658.00,613.00,647.00,17770203,11356350935,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20201001&stockNo=2454&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-09-23,2456,奇力新,TWSE,83.90,84.50,83.50,83.60,1314663,110117114,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=2456&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-10-01,2456,奇力新,TWSE,84.30,89.10,84.30,87.00,17549551,1528264950,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191001&stockNo=2456&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-10-08,2456,奇力新,TWSE,85.50,86.10,83.80,83.80,3882534,328269134,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191001&stockNo=2456&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-08-10,2456,奇力新,TWSE,105.00,105.50,102.50,102.50,7440728,771102110,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200801&stockNo=2456&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-08-17,2456,奇力新,TWSE,109.00,110.50,107.00,107.00,12543258,1356845606,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200801&stockNo=2456&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-01-25,2458,義隆,TWSE,176.00,176.00,168.00,172.50,6851858,1177285552,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210101&stockNo=2458&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-02-01,2458,義隆,TWSE,159.50,162.50,156.50,161.50,3694677,591497226,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210201&stockNo=2458&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-06-20,2464,盟立,TWSE,36.90,37.30,36.75,37.00,641750,23789984,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160601&stockNo=2464&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-06-27,2464,盟立,TWSE,40.00,42.35,39.70,41.55,5369187,222501659,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160601&stockNo=2464&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-07-06,2474,可成,TWSE,389.00,395.00,387.00,387.50,3943477,1544668333,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150701&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-07-13,2474,可成,TWSE,382.00,383.50,372.50,381.00,5503354,2080707366,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150701&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-02-22,2474,可成,TWSE,254.00,258.00,251.00,252.50,4228022,1073441066,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160201&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-03-01,2474,可成,TWSE,261.00,276.00,261.00,275.00,13054322,3532876390,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160301&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-03-08,2474,可成,TWSE,274.50,275.00,264.00,270.00,5595330,1503341430,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160301&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-02-10,2474,可成,TWSE,231.00,234.00,228.50,231.00,3170230,731582860,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200201&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-02-17,2474,可成,TWSE,245.50,250.00,244.00,247.00,4384259,1082402214,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200201&stockNo=2474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-03-01,2481,強茂,TWSE,101.50,104.00,101.50,103.50,5085696,523383913,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220301&stockNo=2481&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-03-08,2481,強茂,TWSE,95.00,98.50,93.00,93.70,7106353,677157849,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220301&stockNo=2481&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-02-02,2492,華新科,TWSE,38.60,39.10,38.00,38.30,2478399,95135090,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170202&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-02-09,2492,華新科,TWSE,38.00,38.25,37.50,38.10,4391975,166171758,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170209&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-09-03,2492,華新科,TWSE,314.00,314.50,283.50,283.50,23514989,6960657845,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=2492&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-09-10,2492,華新科,TWSE,242.00,248.00,230.00,247.00,40220836,9722022381,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=2492&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-11-26,2492,華新科,TWSE,164.50,168.00,163.00,167.00,19230656,3181762396,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181101&stockNo=2492&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-12-03,2492,華新科,TWSE,200.00,206.00,198.50,206.00,13382859,2720658454,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181201&stockNo=2492&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-09-02,2520,冠德,TWSE,29.70,30.00,29.55,29.60,2235940,66626985,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=2520&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-09-10,2520,冠德,TWSE,28.80,29.00,28.30,28.75,2089007,59969653,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=2520&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-03-16,2548,華固,TWSE,88.20,89.90,87.80,88.60,2010565,178488854,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=2548&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-03-23,2548,華固,TWSE,78.00,78.40,75.00,76.80,2017212,155368790,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=2548&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-05-06,2603,長榮,TWSE,13.35,13.35,12.90,13.05,31458204,411507823,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190501&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-05-13,2603,長榮,TWSE,12.50,12.70,12.50,12.60,6566333,82720010,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190501&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-08-30,2603,長榮,TWSE,142.50,143.50,140.00,140.00,94907248,13466113720,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210801&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-09-06,2603,長榮,TWSE,125.00,125.50,118.00,118.00,201496462,24485927319,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210901&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-11-15,2603,長榮,TWSE,114.50,115.50,110.50,112.00,105036427,11881816446,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211101&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-11-22,2603,長榮,TWSE,118.50,122.00,117.50,119.50,126400259,15148078820,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211101&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-08-01,2603,長榮,TWSE,95.90,96.80,94.50,96.60,59528798,5712544175,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-08-08,2603,長榮,TWSE,98.20,102.00,97.00,101.00,111558950,11097577529,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-08-15,2603,長榮,TWSE,102.50,103.00,99.50,99.50,118906026,11913162888,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-08-22,2603,長榮,TWSE,96.30,96.80,94.40,95.00,71950388,6868968898,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=2603&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-03-07,2605,新興,TWSE,28.45,28.50,27.05,28.00,10743142,299929389,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220301&stockNo=2605&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-03-14,2605,新興,TWSE,29.65,30.00,28.70,28.80,16273433,477274548,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220301&stockNo=2605&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-12-27,2606,裕民,TWSE,62.30,62.50,61.20,61.20,6391663,393788237,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211201&stockNo=2606&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-01-04,2606,裕民,TWSE,60.10,61.10,59.50,60.60,3476492,210089931,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=2606&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-09-26,2606,裕民,TWSE,40.90,41.05,38.30,38.45,11003723,430366552,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220901&stockNo=2606&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-03,2606,裕民,TWSE,36.15,37.80,36.00,37.35,4216377,156846341,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=2606&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-11-22,2609,陽明,TWSE,109.00,113.00,108.00,110.50,84115329,9310920646,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211101&stockNo=2609&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-11-29,2609,陽明,TWSE,108.50,112.50,108.50,110.00,88996018,9843661953,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211101&stockNo=2609&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-11,2609,陽明,TWSE,63.50,64.90,63.10,63.70,41147851,2633025695,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=2609&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-18,2609,陽明,TWSE,60.80,62.60,60.70,61.90,50073254,3095109386,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=2609&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-01-10,2614,東森,TWSE,39.20,41.35,38.60,41.35,120898857,4869536255,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=2614&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-01-17,2614,東森,TWSE,39.50,40.25,38.05,38.05,36101871,1414961192,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=2614&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-07-27,2615,萬海,TWSE,24.50,26.05,24.50,25.05,7044675,178453755,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150701&stockNo=2615&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-08-03,2615,萬海,TWSE,27.45,27.60,26.50,26.65,8895552,240264030,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150803&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
