period,ticker,name,first_primary80_eligible_date,warmup_start_date,scope_end_date,required_session_rows,warmup_sessions_before_first_eligible,official_delisting_cap_applied
P2,2355,敬鵬,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,2356,英業達,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,2357,華碩,2023-09-01,2023-06-06,2026-06-30,744,60,False
P2,2358,廷鑫,2023-01-13,2022-10-20,2024-11-19,503,60,True
P2,2359,所羅門,2023-04-21,2023-01-10,2026-06-30,835,60,False
P2,2360,致茂,2023-05-19,2023-02-16,2026-06-30,816,60,False
P2,2362,藍天,2024-01-05,2023-10-12,2026-06-30,658,60,False
P2,2363,矽統,2023-11-03,2023-08-08,2026-06-30,702,60,False
P2,2364,倫飛,2023-09-01,2023-06-06,2026-06-30,744,60,False
P2,2365,昆盈,2024-02-02,2023-11-09,2026-06-30,638,60,False
P2,2367,燿華,2024-05-17,2024-02-19,2026-06-30,574,60,False
P2,2368,金像電,2023-03-03,2022-11-24,2026-06-30,867,60,False
P2,2369,菱生,2026-06-29,2026-03-31,2026-06-30,62,60,False
P2,2371,大同,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2374,佳能,2024-05-03,2024-01-25,2026-06-30,584,60,False
P2,2375,凱美,2024-12-06,2024-09-06,2026-06-30,437,60,False
P2,2376,技嘉,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,2377,微星,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2379,瑞昱,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2382,廣達,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2383,台光電,2023-07-28,2023-05-03,2026-06-30,768,60,False
P2,2385,群光,2023-08-04,2023-05-09,2026-06-30,764,60,False
P2,2388,威盛,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,2392,正崴,2023-09-22,2023-06-29,2026-06-30,729,60,False
P2,2393,億光,2024-07-05,2024-04-10,2026-06-30,540,60,False
P2,2395,研華,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,2399,映泰,2023-05-26,2023-02-23,2026-06-30,811,60,False
P2,2401,凌陽,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,2402,毅嘉,2023-04-28,2023-01-17,2026-06-30,830,60,False
P2,2404,漢唐,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2405,輔信,2023-10-27,2023-07-31,2026-06-30,707,60,False
P2,2406,國碩,2024-06-28,2024-04-01,2026-06-30,545,60,False
P2,2408,南亞科,2026-04-02,2025-12-26,2026-06-30,120,60,False
P2,2409,友達,2026-01-02,2025-10-03,2026-06-30,176,60,False
P2,2412,中華電,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2413,環科,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,2419,仲琦,2023-03-03,2022-11-24,2026-06-30,867,60,False
P2,2421,建準,2023-05-05,2023-02-02,2026-06-30,826,60,False
P2,2425,承啟,2023-07-21,2023-04-25,2026-06-30,773,60,False
P2,2427,三商電,2023-10-06,2023-07-12,2026-06-30,720,60,False
P2,2428,興勤,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,2436,偉詮電,2023-09-01,2023-06-06,2026-06-30,744,60,False
P2,2439,美律,2023-11-10,2023-08-15,2026-06-30,697,60,False
P2,2441,超豐,2025-11-21,2025-08-25,2026-06-30,204,60,False
P2,2448,晶電,2025-08-01,2025-05-08,2026-06-30,280,60,False
P2,2449,京元電子,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2451,創見,2025-07-04,2025-04-09,2026-06-30,300,60,False
P2,2453,凌群,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,2454,聯發科,2023-08-04,2023-05-09,2026-06-30,764,60,False
P2,2455,全新,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,2456,奇力新,2025-08-01,2025-05-08,2026-06-30,280,60,False
P2,2457,飛宏,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2458,義隆,2023-07-28,2023-05-03,2026-06-30,768,60,False
P2,2462,良得電,2023-11-10,2023-08-15,2026-06-30,697,60,False
P2,2464,盟立,2024-12-27,2024-09-30,2026-06-30,422,60,False
P2,2467,志聖,2024-01-05,2023-10-12,2026-06-30,658,60,False
P2,2468,華經,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,2471,資通,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,2472,立隆電,2024-12-13,2024-09-13,2026-06-30,432,60,False
P2,2474,可成,2023-05-12,2023-02-09,2026-06-30,821,60,False
P2,2476,鉅祥,2024-02-16,2023-11-14,2026-06-30,635,60,False
P2,2478,大毅,2025-09-26,2025-07-04,2026-06-30,240,60,False
P2,2481,強茂,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2482,連宇,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,2484,希華,2026-06-12,2026-03-17,2026-06-30,72,60,False
P2,2486,一詮,2023-09-15,2023-06-20,2026-06-30,734,60,False
P2,2489,瑞軒,2024-06-07,2024-03-12,2026-06-30,559,60,False
P2,2492,華新科,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,2495,普安,2024-06-07,2024-03-12,2026-06-30,559,60,False
P2,2497,怡利電,2023-09-15,2023-06-20,2026-06-30,734,60,False
P2,2501,國建,2024-04-12,2024-01-05,2026-06-30,598,60,False
P2,2504,國產,2024-05-17,2024-02-19,2026-06-30,574,60,False
P2,2515,中工,2023-04-14,2023-01-03,2026-06-30,840,60,False
P2,2520,冠德,2024-04-26,2024-01-19,2026-06-30,588,60,False
P2,2524,京城,2024-08-30,2024-06-04,2026-06-30,502,60,False
P2,2537,聯上發,2024-08-02,2024-05-07,2026-06-30,522,60,False
P2,2540,愛山林,2024-08-02,2024-05-07,2026-06-30,522,60,False
P2,2542,興富發,2023-01-17,2022-10-24,2026-06-30,890,60,False
P2,2543,皇昌,2024-07-12,2024-04-17,2026-06-30,535,60,False
P2,2603,長榮,2023-09-01,2023-06-06,2026-06-30,744,60,False
P2,2605,新興,2023-02-24,2022-11-21,2026-06-30,870,60,False
P2,2606,裕民,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,2607,榮運,2024-01-12,2023-10-19,2026-06-30,653,60,False
P2,2609,陽明,2023-09-28,2023-07-05,2026-06-30,725,60,False
P2,2610,華航,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,2611,志信,2024-03-22,2023-12-18,2026-06-30,611,60,False
P2,2613,中櫃,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,2614,東森,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2615,萬海,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,2617,台航,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,2618,長榮航,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2630,亞航,2023-06-02,2023-03-06,2026-06-30,806,60,False
P2,2633,台灣高鐵,2023-05-26,2023-02-23,2026-06-30,811,60,False
P2,2634,漢翔,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2636,台驊控股,2024-05-31,2024-03-05,2026-06-30,564,60,False
P2,2637,慧洋-KY,2023-09-28,2023-07-05,2026-06-30,725,60,False
P2,2641,正德,2023-12-22,2023-09-26,2026-06-30,667,60,False
P2,2645,長榮航太,2023-04-21,2023-01-10,2026-06-30,835,60,False
P2,2646,星宇航空,2024-11-22,2024-08-23,2026-06-30,447,60,False
P2,2707,晶華,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,2723,美食-KY,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,2727,王品,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,2729,瓦城,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,2731,雄獅,2023-05-19,2023-02-16,2026-06-30,816,60,False
P2,2732,六角,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,2736,富野,2023-02-24,2022-11-21,2026-06-30,870,60,False
P2,2743,山富,2023-11-24,2023-08-29,2026-06-30,687,60,False
P2,2745,五福,2025-07-18,2025-04-23,2026-06-30,290,60,False
P2,2748,雲品,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,2753,八方雲集,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,2754,亞洲藏壽司,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,2801,彰銀,2023-05-05,2023-02-02,2026-06-30,826,60,False
P2,2809,京城銀,2024-05-31,2024-03-05,2025-10-01,387,60,True
P2,2812,台中銀,2025-04-11,2025-01-03,2026-06-30,358,60,False
P2,2816,旺旺保,2023-11-10,2023-08-15,2026-06-30,697,60,False
P2,2823,中壽,2025-08-01,2025-05-08,2026-06-30,280,60,False
P2,2834,臺企銀,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2855,統一證,2026-06-26,2026-03-30,2026-06-30,63,60,False
P2,2867,三商壽,2024-05-17,2024-02-19,2026-06-30,574,60,False
P2,2880,華南金,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2881,富邦金,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2882,國泰金,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,2883,凱基金,2023-07-28,2023-05-03,2026-06-30,768,60,False
P2,2884,玉山金,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,2885,元大金,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,2886,兆豐金,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2887,台新新光金,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,2888,新光金,2022-12-30,2022-10-07,2025-07-24,676,60,True
P2,2890,永豐金,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,2891,中信金,2023-07-21,2023-04-25,2026-06-30,773,60,False
P2,2892,第一金,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2912,統一超,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2913,農林,2023-07-28,2023-05-03,2026-06-30,768,60,False
P2,2915,潤泰全,2023-11-17,2023-08-22,2026-06-30,692,60,False
P2,3004,豐達科,2023-05-05,2023-02-02,2026-06-30,826,60,False
P2,3005,神基,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,3006,晶豪科,2026-04-02,2025-12-26,2026-06-30,120,60,False
P2,3008,大立光,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3010,華立,2024-04-03,2023-12-28,2026-06-30,603,60,False
P2,3013,晟銘電,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3014,聯陽,2023-05-12,2023-02-09,2026-06-30,821,60,False
P2,3017,奇鋐,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3019,亞光,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3022,威強電,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,3023,信邦,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3025,星通,2023-05-26,2023-02-23,2026-06-30,811,60,False
P2,3026,禾伸堂,2025-10-17,2025-07-22,2026-06-30,228,60,False
P2,3027,盛達,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3029,零壹,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,3030,德律,2024-05-03,2024-01-25,2026-06-30,584,60,False
P2,3032,偉訓,2023-04-28,2023-01-17,2026-06-30,830,60,False
P2,3033,威健,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,3034,聯詠,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,3035,智原,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3036,文曄,2023-08-11,2023-05-16,2026-06-30,759,60,False
P2,3037,欣興,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3038,全台,2023-06-30,2023-03-30,2026-06-30,788,60,False
P2,3042,晶技,2023-08-25,2023-05-30,2026-06-30,749,60,False
P2,3043,科風,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,3044,健鼎,2023-07-28,2023-05-03,2026-06-30,768,60,False
P2,3045,台灣大,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3046,建碁,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3047,訊舟,2024-08-16,2024-05-21,2026-06-30,512,60,False
P2,3048,益登,2024-08-23,2024-05-28,2026-06-30,507,60,False
P2,3056,富華新,2023-03-31,2022-12-22,2026-06-30,847,60,False
P2,3058,立德,2023-06-09,2023-03-13,2026-06-30,801,60,False
P2,3059,華晶科,2025-08-08,2025-05-15,2026-06-30,275,60,False
P2,3071,協禧,2023-04-28,2023-01-17,2026-06-30,830,60,False
P2,3078,僑威,2023-05-05,2023-02-02,2026-06-30,826,60,False
P2,3081,聯亞,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,3088,艾訊,2023-02-24,2022-11-21,2026-06-30,870,60,False
P2,3090,日電貿,2024-11-22,2024-08-23,2026-06-30,447,60,False
P2,3093,港建*,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3094,聯傑,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,3105,穩懋,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,3128,昇銳,2023-03-03,2022-11-24,2026-06-30,867,60,False
P2,3131,弘塑,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,3135,凌航,2026-02-11,2025-11-17,2026-06-30,148,60,False
P2,3138,耀登,2023-02-24,2022-11-21,2026-06-30,870,60,False
P2,3141,晶宏,2023-12-29,2023-10-04,2026-06-30,662,60,False
P2,3147,大綜,2024-02-23,2023-11-21,2026-06-30,630,60,False
P2,3152,璟德,2023-11-24,2023-08-29,2026-06-30,687,60,False
P2,3162,精確,2025-04-02,2024-12-26,2026-06-30,363,60,False
P2,3163,波若威,2023-03-03,2022-11-24,2026-06-30,867,60,False
P2,3167,大量,2024-10-25,2024-07-29,2026-06-30,466,60,False
P2,3169,亞信,2024-03-01,2023-11-27,2026-06-30,626,60,False
P2,3178,公準,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,3189,景碩,2023-09-08,2023-06-13,2026-06-30,739,60,False
P2,3202,樺晟,2023-05-12,2023-02-09,2025-07-21,593,60,True
P2,3207,耀勝,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,3211,順達,2025-09-19,2025-06-27,2026-06-30,245,60,False
P2,3213,茂訊,2025-03-14,2024-12-09,2026-06-30,376,60,False
P2,3217,優群,2023-06-09,2023-03-13,2026-06-30,801,60,False
P2,3218,大學光,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3227,原相,2023-09-15,2023-06-20,2026-06-30,734,60,False
P2,3228,金麗科,2024-11-08,2024-08-09,2026-06-30,457,60,False
P2,3231,緯創,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3236,千如,2025-12-05,2025-09-08,2026-06-30,194,60,False
P2,3257,虹冠電,2025-05-29,2025-03-03,2026-06-30,325,60,False
P2,3260,威剛,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,3264,欣銓,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3265,台星科,2023-10-06,2023-07-12,2026-06-30,720,60,False
P2,3272,東碩,2023-03-31,2022-12-22,2026-06-30,847,60,False
P2,3287,廣寰科,2024-01-19,2023-10-26,2026-06-30,648,60,False
P2,3289,宜特,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,3293,鈊象,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3303,岱稜,2024-09-13,2024-06-19,2026-06-30,492,60,False
P2,3305,昇貿,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,3306,鼎天,2024-01-19,2023-10-26,2026-06-30,648,60,False
P2,3312,弘憶股,2024-03-15,2023-12-11,2026-06-30,616,60,False
P2,3317,尼克森,2026-02-06,2025-11-12,2026-06-30,151,60,False
P2,3324,雙鴻,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,3325,旭品,2023-08-04,2023-05-09,2026-06-30,764,60,False
P2,3338,泰碩,2023-12-29,2023-10-04,2026-06-30,662,60,False
P2,3346,麗清,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,3356,奇偶,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3357,臺慶科,2025-10-09,2025-07-15,2026-06-30,233,60,False
P2,3362,先進光,2023-04-07,2022-12-26,2026-06-30,845,60,False
P2,3363,上詮,2024-02-02,2023-11-09,2026-06-30,638,60,False
P2,3374,精材,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,3376,新日興,2023-12-01,2023-09-05,2026-06-30,682,60,False
P2,3379,彬台,2025-02-21,2024-11-19,2026-06-30,390,60,False
P2,3380,明泰,2024-11-29,2024-08-30,2026-06-30,442,60,False
P2,3402,漢科,2026-01-16,2025-10-21,2026-06-30,166,60,False
P2,3406,玉晶光,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,3413,京鼎,2024-05-10,2024-02-01,2026-06-30,579,60,False
P2,3416,融程電,2025-09-12,2025-06-20,2026-06-30,250,60,False
P2,3419,譁裕,2023-05-05,2023-02-02,2026-06-30,826,60,False
P2,3434,哲固,2025-05-16,2025-02-17,2026-06-30,334,60,False
P2,3443,創意,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3444,利機,2023-10-20,2023-07-24,2026-06-30,712,60,False
P2,3447,展達,2023-04-07,2022-12-26,2026-06-30,845,60,False
P2,3450,聯鈞,2024-06-14,2024-03-18,2026-06-30,555,60,False
P2,3454,晶睿,2022-12-30,2022-10-07,2026-03-27,838,60,True
P2,3479,安勤,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,3481,群創,2025-08-22,2025-05-29,2026-06-30,265,60,False
P2,3483,力致,2023-05-12,2023-02-09,2026-06-30,821,60,False
P2,3491,昇達科,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,3498,陽程,2026-03-06,2025-11-28,2026-06-30,139,60,False
P2,3515,華擎,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3526,凡甲,2025-08-15,2025-05-22,2026-06-30,270,60,False
P2,3528,安馳,2025-03-14,2024-12-09,2026-06-30,376,60,False
P2,3529,力旺,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,3532,台勝科,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3533,嘉澤,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3545,敦泰,2023-09-08,2023-06-13,2026-06-30,739,60,False
P2,3548,兆利,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,3551,世禾,2024-10-18,2024-07-18,2026-06-30,471,60,False
P2,3552,同致,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3558,神準,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,3563,牧德,2024-11-29,2024-08-30,2026-06-30,442,60,False
P2,3564,其陽,2024-10-18,2024-07-18,2026-06-30,471,60,False
P2,3576,聯合再生,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3583,辛耘,2023-06-02,2023-03-06,2026-06-30,806,60,False
P2,3587,閎康,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3591,艾笛森,2024-10-11,2024-07-11,2026-06-30,476,60,False
P2,3592,瑞鼎,2023-09-15,2023-06-20,2026-06-30,734,60,False
P2,3594,磐儀,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,3596,智易,2023-05-12,2023-02-09,2026-06-30,821,60,False
P2,3605,宏致,2024-08-30,2024-06-04,2026-06-30,502,60,False
P2,3617,碩天,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,3622,洋華,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,3624,光頡,2025-12-12,2025-09-15,2026-06-30,189,60,False
P2,3630,新鉅科,2025-09-12,2025-06-20,2026-06-30,250,60,False
P2,3645,達邁,2025-01-03,2024-10-08,2026-06-30,418,60,False
P2,3652,精聯,2023-06-21,2023-03-23,2026-06-30,793,60,False
P2,3653,健策,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3661,世芯-KY,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3663,鑫科,2024-08-02,2024-05-07,2026-06-30,522,60,False
P2,3665,貿聯-KY,2023-01-17,2022-10-24,2026-06-30,890,60,False
P2,3673,TPK-KY,2024-07-12,2024-04-17,2026-06-30,535,60,False
P2,3675,德微,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,3680,家登,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,3687,歐買尬,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,3689,湧德,2023-08-18,2023-05-23,2026-06-30,754,60,False
P2,3693,營邦,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,3694,海華,2023-12-15,2023-09-19,2026-06-30,672,60,False
P2,3698,隆達,2025-08-01,2025-05-08,2026-06-30,280,60,False
P2,3701,大眾控,2023-04-14,2023-01-03,2026-06-30,840,60,False
P2,3702,大聯大,2023-09-08,2023-06-13,2026-06-30,739,60,False
P2,3703,欣陸,2024-05-10,2024-02-01,2026-06-30,579,60,False
P2,3704,合勤控,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,3705,永信,2025-05-02,2025-02-03,2026-06-30,344,60,False
P2,3706,神達,2024-04-03,2023-12-28,2026-06-30,603,60,False
P2,3707,漢磊,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,3708,上緯投控,2024-02-23,2023-11-21,2026-06-30,630,60,False
P2,3709,鑫聯大投控,2025-05-02,2025-02-03,2026-06-30,344,60,False
P2,3711,日月光投控,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,3712,永崴投控,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,3715,定穎投控,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,4105,東洋,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,4114,健喬,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,4119,旭富,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,4121,優盛,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,4123,晟德,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,4128,中天,2023-01-17,2022-10-24,2026-06-30,890,60,False
P2,4129,聯合,2023-11-17,2023-08-22,2026-06-30,692,60,False
P2,4130,健亞,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,4133,亞諾法,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,4147,中裕,2023-09-01,2023-06-06,2026-06-30,744,60,False
P2,4162,智擎,2023-10-13,2023-07-17,2026-06-30,717,60,False
P2,4164,承業醫,2023-03-31,2022-12-22,2026-06-30,847,60,False
P2,4167,松瑞藥,2024-06-28,2024-04-01,2026-06-30,545,60,False
P2,4303,信立,2024-12-13,2024-09-13,2026-06-30,432,60,False
P2,4532,瑞智,2023-07-21,2023-04-25,2026-06-30,773,60,False
P2,4533,協易機,2023-06-09,2023-03-13,2026-06-30,801,60,False
P2,4536,拓凱,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,4541,晟田,2025-03-14,2024-12-09,2026-06-30,376,60,False
P2,4542,科嶠,2026-02-06,2025-11-12,2026-06-30,151,60,False
P2,4543,萬在,2023-07-07,2023-04-11,2026-06-30,783,60,False
P2,4549,桓達,2024-08-30,2024-06-04,2026-06-30,502,60,False
P2,4562,穎漢,2025-06-13,2025-03-17,2026-06-30,315,60,False
P2,4563,百德,2024-09-20,2024-06-25,2026-06-30,488,60,False
P2,4566,時碩工業,2023-07-21,2023-04-25,2026-06-30,773,60,False
P2,4571,鈞興-KY,2024-10-11,2024-07-11,2026-06-30,476,60,False
P2,4572,駐龍,2023-04-14,2023-01-03,2026-06-30,840,60,False
P2,4576,大銀微系統,2024-09-20,2024-06-25,2026-06-30,488,60,False
P2,4583,台灣精銳,2024-08-23,2024-05-28,2026-06-30,507,60,False
P2,4585,達明,2026-01-30,2025-11-05,2026-06-30,156,60,False
P2,4714,永捷,2026-02-06,2025-11-12,2026-06-30,151,60,False
P2,4721,美琪瑪,2025-07-25,2025-04-30,2026-06-30,285,60,False
P2,4743,合一,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,4744,皇將,2023-05-12,2023-02-09,2026-06-30,821,60,False
P2,4746,台耀,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,4747,強生,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,4749,新應材,2025-06-13,2025-03-17,2026-06-30,315,60,False
P2,4755,三福化,2024-03-08,2023-12-04,2026-06-30,621,60,False
P2,4763,材料*-KY,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,4764,雙鍵,2026-03-20,2025-12-12,2026-06-30,129,60,False
P2,4766,南寶,2024-05-24,2024-02-26,2026-06-30,569,60,False
P2,4768,晶呈科技,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,4770,上品,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,4772,台特化,2025-02-14,2024-11-12,2026-06-30,395,60,False
P2,4903,聯光通,2024-09-27,2024-07-02,2026-06-30,483,60,False
P2,4904,遠傳,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,4906,正文,2023-06-30,2023-03-30,2026-06-30,788,60,False
P2,4908,前鼎,2023-10-13,2023-07-17,2026-06-30,717,60,False
P2,4909,新復興,2024-01-19,2023-10-26,2026-06-30,648,60,False
P2,4912,聯德控股-KY,2025-01-22,2024-10-28,2026-06-30,405,60,False
P2,4915,致伸,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,4916,事欣科,2023-04-14,2023-01-03,2026-06-30,840,60,False
P2,4919,新唐,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,4931,新盛力,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,4934,太極,2023-07-21,2023-04-25,2026-06-30,773,60,False
P2,4938,和碩,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,4949,有成精密,2025-06-13,2025-03-17,2026-06-30,315,60,False
P2,4953,緯軟,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,4958,臻鼎-KY,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,4961,天鈺,2023-08-25,2023-05-30,2026-06-30,749,60,False
P2,4966,譜瑞-KY,2023-09-08,2023-06-13,2026-06-30,739,60,False
P2,4967,十銓,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,4968,立積,2024-06-14,2024-03-18,2026-06-30,555,60,False
P2,4971,IET-KY,2025-07-11,2025-04-16,2026-06-30,295,60,False
P2,4973,廣穎,2026-04-10,2026-01-02,2026-06-30,116,60,False
P2,4974,亞泰,2024-09-27,2024-07-02,2026-06-30,483,60,False
P2,4977,眾達-KY,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,4979,華星光,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,4991,環宇-KY,2024-12-20,2024-09-23,2026-06-30,427,60,False
P2,5009,榮剛,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,5203,訊連,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,5215,科嘉-KY,2023-10-20,2023-07-24,2026-06-30,712,60,False
P2,5222,全訊,2023-02-24,2022-11-21,2026-06-30,870,60,False
P2,5225,東科-KY,2025-02-27,2024-11-25,2026-06-30,386,60,False
P2,5234,達興材料,2023-08-04,2023-05-09,2026-06-30,764,60,False
P2,5236,凌陽創新,2023-12-15,2023-09-19,2026-06-30,672,60,False
P2,5243,乙盛-KY,2023-04-07,2022-12-26,2026-06-30,845,60,False
P2,5244,弘凱,2025-05-16,2025-02-17,2026-06-30,334,60,False
P2,5251,天鉞電,2025-06-20,2025-03-24,2026-06-30,310,60,False
P2,5258,虹堡,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,5263,智崴,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,5264,鎧勝-KY,2025-08-01,2025-05-08,2026-06-30,280,60,False
