period,ticker,name,first_primary80_eligible_date,warmup_start_date,scope_end_date,required_session_rows,warmup_sessions_before_first_eligible,official_delisting_cap_applied
P1,3045,台灣大,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3046,建碁,2022-11-04,2022-08-12,2022-12-29,100,60,False
P1,3047,訊舟,2016-01-29,2015-11-06,2022-12-29,1865,60,False
P1,3048,益登,2021-04-09,2021-01-15,2022-12-29,510,60,False
P1,3049,精金,2016-01-22,2015-10-30,2022-12-29,1870,60,False
P1,3055,蔚華科,2016-03-11,2015-12-18,2022-12-29,1835,60,False
P1,3059,華晶科,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,3060,銘異,2015-09-25,2015-07-03,2022-12-29,1955,60,False
P1,3062,建漢,2016-09-23,2016-07-01,2022-12-29,1695,60,False
P1,3068,美磊,2016-09-14,2016-06-22,2018-06-13,516,60,True
P1,3078,僑威,2016-04-22,2016-01-29,2022-12-29,1805,60,False
P1,3081,聯亞,2015-08-21,2015-05-29,2022-12-29,1980,60,False
P1,3083,網龍,2019-05-31,2019-03-08,2022-12-29,995,60,False
P1,3088,艾訊,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,3090,日電貿,2018-05-18,2018-02-23,2022-12-29,1265,60,False
P1,3092,鴻碩,2016-07-29,2016-05-06,2021-05-13,1310,60,True
P1,3093,港建,2022-07-29,2022-05-06,2022-12-29,170,60,False
P1,3094,聯傑,2017-11-03,2017-08-11,2022-12-29,1405,60,False
P1,3105,穩懋,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3122,笙泉,2021-12-10,2021-09-17,2022-12-29,335,60,False
P1,3128,昇銳,2022-09-30,2022-07-08,2022-12-29,125,60,False
P1,3131,弘塑,2015-07-31,2015-05-08,2022-12-29,1995,60,False
P1,3138,耀登,2021-10-29,2021-08-06,2022-12-29,365,60,False
P1,3141,晶宏,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,3144,新揚科,2017-04-21,2017-01-27,2021-12-20,1277,60,True
P1,3152,璟德,2015-08-21,2015-05-29,2022-12-29,1980,60,False
P1,3163,波若威,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,3167,大量,2017-08-11,2017-05-19,2022-12-29,1465,60,False
P1,3169,亞信,2021-04-16,2021-01-22,2022-12-29,505,60,False
P1,3176,基亞,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3178,公準,2020-02-14,2019-11-22,2022-12-29,810,60,False
P1,3189,景碩,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,3202,樺晟,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3205,佰研,2015-08-21,2015-05-29,2022-12-29,1980,60,False
P1,3207,耀勝,2022-09-16,2022-06-24,2022-12-29,135,60,False
P1,3209,全科,2022-03-25,2021-12-31,2022-12-29,260,60,False
P1,3211,順達,2018-09-14,2018-06-22,2022-12-29,1180,60,False
P1,3217,優群,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3218,大學光,2017-05-19,2017-02-24,2022-12-29,1525,60,False
P1,3221,台嘉碩,2016-03-25,2016-01-01,2022-12-29,1825,60,False
P1,3227,原相,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3228,金麗科,2018-07-27,2018-05-04,2022-12-29,1215,60,False
P1,3231,緯創,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3234,光環,2015-02-13,2014-11-21,2022-12-29,2115,60,False
P1,3236,千如,2017-02-17,2016-11-25,2022-12-29,1590,60,False
P1,3257,虹冠電,2018-06-29,2018-04-06,2022-12-29,1235,60,False
P1,3260,威剛,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,3264,欣銓,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,3265,台星科,2015-10-02,2015-07-10,2022-12-29,1950,60,False
P1,3272,東碩,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3289,宜特,2015-07-24,2015-05-01,2022-12-29,2000,60,False
P1,3293,鈊象,2015-01-16,2014-10-24,2022-12-29,2135,60,False
P1,3299,帛漢,2016-09-14,2016-06-22,2018-11-29,637,60,True
P1,3305,昇貿,2021-07-09,2021-04-16,2022-12-29,445,60,False
P1,3311,閎暉,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,3317,尼克森,2018-02-12,2017-11-20,2022-12-29,1334,60,False
P1,3322,建舜電,2022-01-07,2021-10-15,2022-12-29,315,60,False
P1,3323,加百裕,2017-10-20,2017-07-28,2022-12-29,1415,60,False
P1,3324,雙鴻,2015-12-18,2015-09-25,2022-12-29,1895,60,False
P1,3338,泰碩,2019-01-11,2018-10-19,2022-12-29,1095,60,False
P1,3346,麗清,2017-02-03,2016-11-11,2022-12-29,1600,60,False
P1,3356,奇偶,2022-10-21,2022-07-29,2022-12-29,110,60,False
P1,3360,尚立,2016-12-02,2016-09-09,2022-12-29,1645,60,False
P1,3362,先進光,2016-12-02,2016-09-09,2022-12-29,1645,60,False
P1,3363,上詮,2019-01-11,2018-10-19,2022-12-29,1095,60,False
P1,3373,熱映,2020-06-12,2020-03-20,2022-12-29,725,60,False
P1,3374,精材,2015-04-30,2015-02-05,2022-12-29,2061,60,False
P1,3376,新日興,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,3380,明泰,2016-08-19,2016-05-27,2022-12-29,1720,60,False
P1,3406,玉晶光,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3413,京鼎,2016-03-04,2015-12-11,2022-12-29,1840,60,False
P1,3428,光燿科,2016-11-11,2016-08-19,2018-10-01,552,60,True
P1,3441,聯一光,2017-06-02,2017-03-10,2022-12-29,1515,60,False
P1,3443,創意,2016-03-18,2015-12-25,2022-12-29,1830,60,False
P1,3450,聯鈞,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,3452,益通,2015-04-02,2015-01-08,2020-01-13,1308,60,True
P1,3454,晶睿,2016-07-29,2016-05-06,2022-12-29,1735,60,False
P1,3455,由田,2015-04-10,2015-01-16,2022-12-29,2075,60,False
P1,3474,華亞科,2015-01-09,2014-10-17,2016-12-06,558,60,True
P1,3479,安勤,2015-11-20,2015-08-28,2022-12-29,1915,60,False
P1,3481,群創,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3483,力致,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3484,崧騰,2016-01-29,2015-11-06,2022-12-29,1865,60,False
P1,3490,單井,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,3491,昇達科,2015-07-03,2015-04-10,2022-12-29,2015,60,False
P1,3498,陽程,2015-04-10,2015-01-16,2022-12-29,2075,60,False
P1,3501,維熹,2015-11-27,2015-09-04,2022-12-29,1910,60,False
P1,3504,揚明光,2018-05-18,2018-02-23,2022-12-29,1265,60,False
P1,3508,位速,2018-07-13,2018-04-20,2022-12-29,1225,60,False
P1,3511,矽瑪,2015-09-04,2015-06-12,2022-12-29,1970,60,False
P1,3514,昱晶,2016-06-08,2016-03-16,2018-10-01,664,60,True
P1,3515,華擎,2017-05-26,2017-03-03,2022-12-29,1520,60,False
P1,3519,綠能,2016-05-13,2016-02-19,2019-05-02,835,60,True
P1,3526,凡甲,2016-05-06,2016-02-12,2022-12-29,1795,60,False
P1,3527,聚積,2016-05-27,2016-03-04,2022-12-29,1780,60,False
P1,3529,力旺,2015-04-10,2015-01-16,2022-12-29,2075,60,False
P1,3530,晶相光,2018-08-10,2018-05-18,2022-12-29,1205,60,False
P1,3532,台勝科,2016-12-02,2016-09-09,2022-12-29,1645,60,False
P1,3533,嘉澤,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,3535,晶彩科,2019-04-19,2019-01-25,2022-12-29,1025,60,False
P1,3540,曜越,2016-08-05,2016-05-13,2022-12-29,1730,60,False
P1,3541,西柏,2016-07-15,2016-04-22,2022-12-29,1745,60,False
P1,3545,敦泰,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,3546,宇峻,2016-08-26,2016-06-03,2022-12-29,1715,60,False
P1,3548,兆利,2016-03-04,2015-12-11,2022-12-29,1840,60,False
P1,3550,聯穎,2018-01-05,2017-10-13,2022-12-29,1360,60,False
P1,3551,世禾,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,3552,同致,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,3556,禾瑞亞,2015-05-29,2015-03-06,2022-12-29,2040,60,False
P1,3557,嘉威,2020-06-12,2020-03-20,2022-12-29,725,60,False
P1,3558,神準,2015-07-24,2015-05-01,2022-12-29,2000,60,False
P1,3561,昇陽光電,2016-06-08,2016-03-16,2018-10-01,664,60,True
P1,3563,牧德,2016-09-14,2016-06-22,2019-04-02,725,60,True
P1,3567,逸昌,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3576,聯合再生,2015-04-02,2015-01-08,2022-12-29,2081,60,False
P1,3583,辛耘,2015-10-02,2015-07-10,2022-12-29,1950,60,False
P1,3587,閎康,2016-07-15,2016-04-22,2022-12-29,1745,60,False
P1,3588,通嘉,2016-10-07,2016-07-15,2022-12-29,1685,60,False
P1,3592,瑞鼎,2022-02-18,2021-11-26,2022-12-29,285,60,False
P1,3596,智易,2016-01-22,2015-10-30,2022-12-29,1870,60,False
P1,3605,宏致,2016-03-04,2015-12-11,2022-12-29,1840,60,False
P1,3607,谷崧,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,3611,鼎翰,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3617,碩天,2016-06-08,2016-03-16,2022-12-29,1772,60,False
P1,3624,光頡,2015-09-18,2015-06-26,2022-12-29,1960,60,False
P1,3625,西勝,2016-12-02,2016-09-09,2022-12-29,1645,60,False
P1,3630,新鉅科,2019-05-24,2019-03-01,2022-12-29,1000,60,False
P1,3645,達邁,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,3653,健策,2016-08-05,2016-05-13,2022-12-29,1730,60,False
P1,3658,漢微科,2015-02-26,2014-12-04,2016-11-22,514,60,True
P1,3661,世芯-KY,2016-04-15,2016-01-22,2022-12-29,1810,60,False
P1,3662,樂陞,2015-01-09,2014-10-17,2017-10-19,785,60,True
P1,3663,鑫科,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,3665,貿聯-KY,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,3669,圓展,2020-04-24,2020-01-31,2022-12-29,760,60,False
P1,3673,TPK-KY,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3675,德微,2017-05-05,2017-02-10,2022-12-29,1535,60,False
P1,3680,家登,2019-09-06,2019-06-14,2022-12-29,925,60,False
P1,3682,亞太電,2016-05-20,2016-02-26,2022-12-29,1785,60,False
P1,3687,歐買尬,2021-06-25,2021-04-02,2022-12-29,455,60,False
P1,3689,湧德,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,3691,碩禾,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,3693,營邦,2015-04-02,2015-01-08,2022-12-29,2081,60,False
P1,3694,海華,2018-03-30,2018-01-05,2022-12-29,1300,60,False
P1,3698,隆達,2015-02-13,2014-11-21,2021-01-06,1599,60,True
P1,3701,大眾控,2021-11-05,2021-08-13,2022-12-29,360,60,False
P1,3702,大聯大,2015-02-13,2014-11-21,2022-12-29,2115,60,False
P1,3703,欣陸,2020-09-18,2020-06-26,2022-12-29,655,60,False
P1,3704,合勤控,2019-05-17,2019-02-22,2022-12-29,1005,60,False
P1,3706,神達,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,3707,漢磊,2018-05-11,2018-02-16,2022-12-29,1270,60,False
P1,3708,上緯投控,2017-08-11,2017-05-19,2022-12-29,1465,60,False
P1,3711,日月光投控,2018-07-27,2018-05-04,2022-12-29,1215,60,False
P1,3714,富采,2021-08-20,2021-05-28,2022-12-29,415,60,False
P1,4102,永日,2022-12-23,2022-09-30,2022-12-29,65,60,False
P1,4105,東洋,2015-05-08,2015-02-13,2022-12-29,2055,60,False
P1,4106,雃博,2016-03-04,2015-12-11,2022-12-29,1840,60,False
P1,4107,邦特,2015-04-24,2015-01-30,2022-12-29,2065,60,False
P1,4114,健喬,2018-04-03,2018-01-09,2022-12-29,1298,60,False
P1,4116,明基醫,2016-02-19,2015-11-27,2022-12-29,1850,60,False
P1,4119,旭富,2015-07-03,2015-04-10,2022-12-29,2015,60,False
P1,4120,友華,2017-03-10,2016-12-16,2022-12-29,1575,60,False
P1,4121,優盛,2022-05-13,2022-02-18,2022-12-29,225,60,False
P1,4123,晟德,2015-04-10,2015-01-16,2022-12-29,2075,60,False
P1,4126,太醫,2016-02-03,2015-11-11,2022-12-29,1862,60,False
P1,4128,中天,2020-08-21,2020-05-29,2022-12-29,675,60,False
P1,4129,聯合,2015-08-07,2015-05-15,2022-12-29,1990,60,False
P1,4130,健亞,2015-04-02,2015-01-08,2022-12-29,2081,60,False
P1,4133,亞諾法,2020-06-12,2020-03-20,2022-12-29,725,60,False
P1,4137,麗豐-KY,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,4139,馬光-KY,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,4141,龍燈-KY,2016-06-08,2016-03-16,2022-05-03,1600,60,True
P1,4144,康聯-KY,2018-03-23,2017-12-29,2020-10-30,741,60,True
P1,4147,中裕,2018-05-18,2018-02-23,2022-12-29,1265,60,False
P1,4148,全宇生技-KY,2018-01-19,2017-10-27,2022-12-29,1350,60,False
P1,4153,鈺緯,2015-04-17,2015-01-23,2022-12-29,2070,60,False
P1,4155,訊映,2019-10-04,2019-07-12,2022-12-29,905,60,False
P1,4157,太景*-KY,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,4161,聿新科,2015-07-17,2015-04-24,2022-12-29,2005,60,False
P1,4162,智擎,2015-04-17,2015-01-23,2022-12-29,2070,60,False
P1,4163,鐿鈦,2015-11-27,2015-09-04,2022-12-29,1910,60,False
P1,4164,承業醫,2015-11-20,2015-08-28,2022-12-29,1915,60,False
P1,4167,展旺,2020-07-03,2020-04-10,2022-12-29,710,60,False
P1,4171,瑞基,2020-07-03,2020-04-10,2022-12-29,710,60,False
P1,4175,杏一,2022-05-13,2022-02-18,2022-12-29,225,60,False
P1,4190,佐登-KY,2015-11-20,2015-08-28,2022-12-29,1915,60,False
P1,4306,炎洲,2018-06-01,2018-03-09,2022-12-29,1255,60,False
P1,4401,東隆興,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,4414,如興,2018-01-26,2017-11-03,2022-12-29,1345,60,False
P1,4417,金洲,2015-10-02,2015-07-10,2022-12-29,1950,60,False
P1,4426,利勤,2015-07-09,2015-04-16,2022-12-29,2011,60,False
P1,4432,銘旺實,2015-06-26,2015-04-03,2022-12-29,2020,60,False
P1,4506,崇友,2015-09-25,2015-07-03,2022-12-29,1955,60,False
P1,4510,高鋒,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,4528,江興鍛,2015-07-09,2015-04-16,2022-12-29,2011,60,False
P1,4532,瑞智,2016-09-23,2016-07-01,2022-12-29,1695,60,False
P1,4533,協易機,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,4535,至興,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,4536,拓凱,2019-01-04,2018-10-12,2022-12-29,1100,60,False
P1,4549,桓達,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,4551,智伸科,2016-03-25,2016-01-01,2022-12-29,1825,60,False
P1,4552,力達-KY,2016-09-02,2016-06-10,2022-12-29,1710,60,False
P1,4560,強信-KY,2018-03-23,2017-12-29,2022-12-29,1305,60,False
P1,4564,元翎,2019-04-03,2019-01-09,2022-12-29,1037,60,False
P1,4566,時碩工業,2019-08-02,2019-05-10,2022-12-29,950,60,False
P1,4572,駐龍,2022-07-29,2022-05-06,2022-12-29,170,60,False
P1,4576,大銀微系統,2021-03-19,2020-12-25,2022-12-29,525,60,False
P1,4707,磐亞,2020-03-20,2019-12-27,2022-12-29,785,60,False
P1,4714,永捷,2017-03-17,2016-12-23,2022-12-29,1570,60,False
P1,4721,美琪瑪,2016-05-20,2016-02-26,2022-12-29,1785,60,False
P1,4725,信昌化,2016-12-30,2016-10-07,2021-01-18,1117,60,True
P1,4728,雙美,2018-04-03,2018-01-09,2022-12-29,1298,60,False
P1,4733,上緯,2015-03-20,2014-12-26,2016-08-31,439,60,True
P1,4735,豪展,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,4736,泰博,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,4739,康普,2015-04-30,2015-02-05,2017-09-08,677,60,True
P1,4743,合一,2022-06-24,2022-04-01,2022-12-29,195,60,False
P1,4746,台耀,2015-12-11,2015-09-18,2022-12-29,1900,60,False
P1,4755,三福化,2022-01-21,2021-10-29,2022-12-29,305,60,False
P1,4760,勤凱,2021-03-26,2021-01-01,2022-12-29,520,60,False
P1,4763,材料*-KY,2020-10-16,2020-07-24,2022-12-29,635,60,False
P1,4766,南寶,2019-01-04,2018-10-12,2022-12-29,1100,60,False
P1,4768,晶呈科技,2022-08-26,2022-06-03,2022-12-29,150,60,False
P1,4770,上品,2022-01-21,2021-10-29,2022-12-29,305,60,False
P1,4803,VHQ-KY,2016-09-14,2016-06-22,2021-12-27,1439,60,True
P1,4904,遠傳,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,4906,正文,2016-12-30,2016-10-07,2022-12-29,1625,60,False
P1,4908,前鼎,2019-10-25,2019-08-02,2022-12-29,890,60,False
P1,4912,聯德控股-KY,2017-04-28,2017-02-03,2022-12-29,1540,60,False
P1,4915,致伸,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,4916,事欣科,2016-07-29,2016-05-06,2022-12-29,1735,60,False
P1,4919,新唐,2015-12-25,2015-10-02,2022-12-29,1890,60,False
P1,4927,泰鼎-KY,2018-07-13,2018-04-20,2022-12-29,1225,60,False
P1,4931,新盛力,2022-05-20,2022-02-25,2022-12-29,220,60,False
P1,4933,友輝,2019-04-19,2019-01-25,2022-12-29,1025,60,False
P1,4934,太極,2015-04-24,2015-01-30,2022-12-29,2065,60,False
P1,4935,茂林-KY,2016-07-22,2016-04-29,2022-12-29,1740,60,False
P1,4938,和碩,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,4939,亞電,2018-05-18,2018-02-23,2022-12-29,1265,60,False
P1,4943,康控-KY,2017-01-13,2016-10-21,2022-12-29,1615,60,False
P1,4947,昂寶-KY,2015-02-13,2014-11-21,2020-05-28,1440,60,True
P1,4952,凌通,2015-12-11,2015-09-18,2022-12-29,1900,60,False
P1,4953,緯軟,2018-08-31,2018-06-08,2022-12-29,1190,60,False
P1,4956,光鋐,2017-03-31,2017-01-06,2022-12-29,1560,60,False
P1,4958,臻鼎-KY,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,4960,誠美材,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,4961,天鈺,2019-03-22,2018-12-28,2022-12-29,1045,60,False
P1,4966,譜瑞-KY,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,4967,十銓,2020-04-30,2020-02-06,2022-12-29,756,60,False
P1,4968,立積,2015-12-18,2015-09-25,2022-12-29,1895,60,False
P1,4971,IET-KY,2015-05-29,2015-03-06,2022-12-29,2040,60,False
P1,4973,廣穎,2020-01-17,2019-10-25,2022-12-29,830,60,False
P1,4974,亞泰,2017-03-24,2016-12-30,2022-12-29,1565,60,False
P1,4976,佳凌,2017-08-04,2017-05-12,2022-12-29,1470,60,False
P1,4977,眾達-KY,2017-01-20,2016-10-28,2022-12-29,1610,60,False
P1,4979,華星光,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,4984,科納-KY,2016-07-07,2016-04-14,2018-09-01,622,60,True
P1,4991,環宇-KY,2015-06-18,2015-03-26,2022-12-29,2026,60,False
P1,4994,傳奇,2019-06-14,2019-03-22,2022-12-29,985,60,False
P1,4999,鑫禾,2016-10-28,2016-08-05,2022-12-29,1670,60,False
P1,5009,榮剛,2017-03-24,2016-12-30,2022-12-29,1565,60,False
P1,5014,建錩,2017-03-10,2016-12-16,2022-12-29,1575,60,False
P1,5203,訊連,2020-03-13,2019-12-20,2022-12-29,790,60,False
P1,5215,科嘉-KY,2020-04-24,2020-01-31,2022-12-29,760,60,False
P1,5223,安力-KY,2021-03-12,2020-12-18,2022-12-29,530,60,False
P1,5225,東科-KY,2022-11-18,2022-08-26,2022-12-29,90,60,False
P1,5234,達興材料,2017-12-15,2017-09-22,2022-12-29,1375,60,False
P1,5243,乙盛-KY,2016-04-08,2016-01-15,2022-12-29,1815,60,False
P1,5245,智晶,2016-03-18,2015-12-25,2022-12-29,1830,60,False
P1,5255,美桀,2018-03-02,2017-12-08,2018-11-30,256,60,True
P1,5258,虹堡,2021-12-30,2021-10-07,2022-12-29,321,60,False
P1,5263,智崴,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,5264,鎧勝-KY,2015-01-23,2014-10-31,2021-01-15,1621,60,True
P1,5269,祥碩,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,5272,笙科,2015-10-23,2015-07-31,2022-12-29,1935,60,False
P1,5274,信驊,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,5281,大峽谷-KY,2018-04-20,2018-01-26,2022-12-29,1285,60,False
P1,5284,F-jpp,2015-11-27,2015-09-04,2017-03-09,395,60,True
P1,5285,界霖,2017-08-25,2017-06-02,2022-12-29,1455,60,False
P1,5287,數字,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,5288,豐祥-KY,2015-11-27,2015-09-04,2022-12-29,1910,60,False
P1,5289,宜鼎,2015-06-26,2015-04-03,2022-12-29,2020,60,False
P1,5299,杰力,2018-03-16,2017-12-22,2022-12-29,1310,60,False
P1,5305,敦南,2017-02-10,2016-11-18,2020-11-30,1052,60,True
P1,5306,桂盟,2015-03-20,2014-12-26,2022-03-08,1878,60,True
P1,5309,系統電,2021-11-19,2021-08-27,2022-12-29,350,60,False
P1,5310,天剛,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,5315,光聯,2016-03-18,2015-12-25,2022-12-29,1830,60,False
P1,5317,凱美,2018-01-19,2017-10-27,2019-09-30,502,60,True
P1,5347,世界,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,5349,先豐,2015-03-06,2014-12-12,2020-11-04,1539,60,True
P1,5351,鈺創,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,5353,台林,2022-07-29,2022-05-06,2022-12-29,170,60,False
P1,5356,協益,2017-09-08,2017-06-16,2022-12-29,1445,60,False
P1,5371,中光電,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,5386,青雲,2018-04-27,2018-02-02,2022-12-29,1280,60,False
P1,5388,中磊,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,5392,應華,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,5425,台半,2015-07-24,2015-05-01,2022-12-29,2000,60,False
P1,5434,崇越,2016-06-08,2016-03-16,2022-12-29,1772,60,False
P1,5439,高技,2018-08-24,2018-06-01,2022-12-29,1195,60,False
P1,5443,均豪,2016-08-05,2016-05-13,2022-12-29,1730,60,False
P1,5457,宣德,2015-06-26,2015-04-03,2022-12-29,2020,60,False
P1,5469,瀚宇博,2015-02-13,2014-11-21,2022-12-29,2115,60,False
P1,5471,松翰,2020-03-20,2019-12-27,2022-12-29,785,60,False
P1,5474,聰泰,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,5478,智冠,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,5480,統盟,2016-09-14,2016-06-22,2019-03-29,723,60,True
P1,5483,中美晶,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,5490,同亨,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,5498,凱崴,2019-08-30,2019-06-07,2022-12-29,930,60,False
P1,5505,和旺,2015-01-09,2014-10-17,2015-07-16,195,60,True
P1,5512,力麒,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,5519,隆大,2019-06-28,2019-04-05,2022-12-29,975,60,False
P1,5522,遠雄,2015-05-08,2015-02-13,2022-12-29,2055,60,False
P1,5530,龍巖,2017-03-17,2016-12-23,2022-12-29,1570,60,False
P1,5534,長虹,2016-07-01,2016-04-08,2022-12-29,1755,60,False
P1,5536,聖暉,2017-12-29,2017-10-06,2022-12-29,1365,60,False
P1,5603,陸海,2021-06-18,2021-03-26,2022-12-29,460,60,False
P1,5607,遠雄港,2019-12-13,2019-09-20,2022-12-29,855,60,False
P1,5608,四維航,2021-05-21,2021-02-26,2022-12-29,480,60,False
P1,5609,中菲行,2020-09-18,2020-06-26,2022-12-29,655,60,False
P1,5820,日盛金,2018-03-02,2017-12-08,2022-11-11,1286,60,True
P1,5871,中租-KY,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,5876,上海商銀,2018-11-16,2018-08-24,2022-12-29,1135,60,False
P1,5880,合庫金,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,5903,全家,2016-04-15,2016-01-22,2022-12-29,1810,60,False
P1,5904,寶雅,2016-02-19,2015-11-27,2022-12-29,1850,60,False
P1,5907,大洋-KY,2018-10-12,2018-07-20,2022-12-29,1160,60,False
P1,6005,群益證,2015-05-15,2015-02-20,2022-12-29,2050,60,False
P1,6015,宏遠證,2021-05-14,2021-02-19,2022-12-29,485,60,False
P1,6016,康和證,2021-05-14,2021-02-19,2022-12-29,485,60,False
P1,6023,元大期,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,6104,創惟,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,6105,瑞傳,2016-07-29,2016-05-06,2017-10-17,378,60,True
P1,6107,華美,2016-07-15,2016-04-22,2018-06-27,569,60,True
P1,6108,競國,2016-11-18,2016-08-26,2022-12-29,1655,60,False
P1,6111,大宇資,2015-12-31,2015-10-08,2022-12-29,1886,60,False
P1,6113,亞矽,2022-06-17,2022-03-25,2022-12-29,200,60,False
P1,6116,彩晶,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,6118,建達,2022-07-29,2022-05-06,2022-12-29,170,60,False
P1,6120,達運,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,6121,新普,2015-02-13,2014-11-21,2022-12-29,2115,60,False
P1,6125,廣運,2020-11-13,2020-08-21,2022-12-29,615,60,False
P1,6126,信音,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,6127,九豪,2018-01-26,2017-11-03,2022-12-29,1345,60,False
P1,6129,普誠,2021-06-11,2021-03-19,2022-12-29,465,60,False
P1,6133,金橋,2022-07-01,2022-04-08,2022-12-29,190,60,False
P1,6138,茂達,2016-04-22,2016-01-29,2022-12-29,1805,60,False
P1,6139,亞翔,2016-04-01,2016-01-08,2022-12-29,1820,60,False
P1,6141,柏承,2018-05-04,2018-02-09,2022-12-29,1275,60,False
P1,6143,振曜,2015-09-11,2015-06-19,2022-12-29,1965,60,False
P1,6146,耕興,2015-06-05,2015-03-13,2022-12-29,2035,60,False
P1,6147,頎邦,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,6150,撼訊,2017-12-01,2017-09-08,2022-12-29,1385,60,False
P1,6153,嘉聯益,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,6155,鈞寶,2018-07-27,2018-05-04,2022-12-29,1215,60,False
P1,6166,凌華,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,6168,宏齊,2017-12-08,2017-09-15,2022-12-29,1380,60,False
P1,6173,信昌電,2016-03-11,2015-12-18,2022-12-29,1835,60,False
P1,6175,立敦,2018-01-19,2017-10-27,2022-12-29,1350,60,False
P1,6176,瑞儀,2015-01-16,2014-10-24,2022-12-29,2135,60,False
