family,market,date,status,wanted_tickers,filtered_rows,http_status,response_bytes,source_url,response_sha256,retrieval_time_utc,error
margin_short,TWSE,2024-01-03,no_rows_valid_official_response,531,0,200,112415,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240103&selectType=ALL&response=json,6604902aa76f35e96df2ab7ab0cc338cc0a97d90c62e8e592d3fa10d3fd64f4b,2026-07-11T08:57:23+00:00,
institutional,TWSE,2024-01-03,failed,531,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240103&selectType=ALLBUT0999&response=json,f9ae65187b9d225d6407b0008640a33ff4f06fbf2d580faa0f0f28b759c2bdbd,2026-07-11T08:57:22+00:00,parse_JSONDecodeError
institutional,TPEx,2024-01-02,accepted,531,148,200,124522,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,f19bcbeea804746d8d230bbe715be2d0aa7eb5e5fbd66e91b4bc6a2aae620f6f,2026-07-11T08:57:22+00:00,
margin_short,TPEx,2024-01-03,accepted,531,146,200,92159,https://www.tpex.org.tw/www/zh-tw/margin/balance,5ed969ee47047d50593a4b40444cb7634e832f92e9e600fc1c183d11f2eef6b8,2026-07-11T08:57:23+00:00,
securities_lending,TPEx,2024-01-02,accepted,531,152,200,86669,https://www.tpex.org.tw/www/zh-tw/margin/sbl,1dbaff34d2b0be1a45ff260ecd0345387a07762df1043cde305c00c8aebb68ad,2026-07-11T08:57:22+00:00,
securities_lending,TPEx,2024-01-03,accepted,531,152,200,86758,https://www.tpex.org.tw/www/zh-tw/margin/sbl,cc5c9233d8a96ac9cb736cbfc202af7b19ccf558150dde6878a2143d35c96485,2026-07-11T08:57:23+00:00,
institutional,TWSE,2024-01-04,failed,532,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240104&selectType=ALLBUT0999&response=json,2bcabeecc99f42e5539dcb1010606a30357a18a55aa834854cec892a5bd230db,2026-07-11T08:57:24+00:00,parse_JSONDecodeError
institutional,TPEx,2024-01-03,accepted,531,150,200,126250,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,828a7c17e7d763d9b7af94d5419b12650df81a198f72a0a3553eee0e6305661f,2026-07-11T08:57:23+00:00,
institutional,TPEx,2024-01-04,accepted,532,151,200,128123,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,a4f8afebd7dd9b4ae48971b56846a709869baf1c7801831b36d4bed7e49bd9a1,2026-07-11T08:57:24+00:00,
securities_lending,TPEx,2024-01-04,accepted,532,153,200,87412,https://www.tpex.org.tw/www/zh-tw/margin/sbl,ce9ad1a85c2a4572d81efc41b33ff8de6392e8b6299e85591b131eaaf7ac2193,2026-07-11T08:57:24+00:00,
margin_short,TWSE,2024-01-04,no_rows_valid_official_response,532,0,200,112369,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240104&selectType=ALL&response=json,990b66f0f957b13cb885f50ea4d87652c87c209f09028884563873b325477d16,2026-07-11T08:57:24+00:00,
securities_lending,TWSE,2024-01-04,failed,532,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240104&response=json,ee60f238b97c6c689cccb88d0eb4b2ec050b0920811f6212b62addaf8cfceb8c,2026-07-11T08:57:24+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-04,accepted,532,147,200,92256,https://www.tpex.org.tw/www/zh-tw/margin/balance,d3675b62dafd483cbc08fbbee0c0d66b5be59911ab45b3fcad7d2047ec55ac2e,2026-07-11T08:57:24+00:00,
institutional,TWSE,2024-01-05,failed,532,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240105&selectType=ALLBUT0999&response=json,94c770f6fe8f6771fd3538dfb8a437e7528267d14c1b8e5dba373d813b7c4c72,2026-07-11T08:57:25+00:00,parse_JSONDecodeError
securities_lending,TWSE,2024-01-05,failed,532,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240105&response=json,56dcb94160480a85ecedfceafee6b979ca072ca102cd7938ed0421c993be3f07,2026-07-11T08:57:25+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-05,no_rows_valid_official_response,532,0,200,112229,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240105&selectType=ALL&response=json,13dac9d24b59624a4765517f94afdf4bda0484ec5fd4c444e344fe5016a5ae56,2026-07-11T08:57:25+00:00,
margin_short,TWSE,2024-01-08,no_rows_valid_official_response,525,0,200,112275,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240108&selectType=ALL&response=json,dc49d92925ce60e7f0add6de858bf238ffa4e65e699788d7c83ff4142d275727,2026-07-11T08:57:26+00:00,
institutional,TPEx,2024-01-05,accepted,532,152,200,124595,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,09d2661cab7793fd0d2982396ee6afa8836cb2f9bee1b02666edf034cd2844a3,2026-07-11T08:57:25+00:00,
margin_short,TPEx,2024-01-05,accepted,532,147,200,92131,https://www.tpex.org.tw/www/zh-tw/margin/balance,c504582a266431e06a909986ebaa18c6dd94f8d6d45e29ce60a790bc45ef72aa,2026-07-11T08:57:25+00:00,
institutional,TWSE,2024-01-08,failed,525,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,d5b8a6fb57fa81af9675187dff555d9540fcd95d41a3e92e1edd1ba9d7f3bb2b,2026-07-11T08:57:25+00:00,parse_JSONDecodeError
securities_lending,TPEx,2024-01-05,accepted,532,153,200,86932,https://www.tpex.org.tw/www/zh-tw/margin/sbl,2ef34aed595e167b10cb3f17bb9aefb37f5bbb1389274c8de45bb1ec242940ab,2026-07-11T08:57:25+00:00,
securities_lending,TWSE,2024-01-08,failed,525,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240108&response=json,a43621a3718acf8c9c8a1fcdbf7b19c0a7910a97fe2b9dfcadad76b8c557ce87,2026-07-11T08:57:26+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-08,accepted,525,144,200,92187,https://www.tpex.org.tw/www/zh-tw/margin/balance,e3d6bc8c51ab21b544e1bba6b3df398d6f1f827117667b8b7a7f1b981b077bb8,2026-07-11T08:57:26+00:00,
securities_lending,TPEx,2024-01-08,accepted,525,150,200,86945,https://www.tpex.org.tw/www/zh-tw/margin/sbl,7b60d0387bdc751e78473715a92295131319723d474cf97d54e0f4b295805288,2026-07-11T08:57:27+00:00,
institutional,TWSE,2024-01-09,failed,525,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,c03895954c414b9d55713b3e0f9a183eddf2a89215ff10840b653be560f377fd,2026-07-11T08:57:27+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-09,no_rows_valid_official_response,525,0,200,112482,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240109&selectType=ALL&response=json,9f7bacab86ac47fd6a140e8ec89ba890857ba861421ae002e7aa2d889b8180e4,2026-07-11T08:57:27+00:00,
institutional,TPEx,2024-01-08,accepted,525,148,200,126372,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,f1f35daf1d07fe6c4b49257e634728750f503b6dc306cbf6ed98a0f8ebfa7a53,2026-07-11T08:57:26+00:00,
securities_lending,TWSE,2024-01-09,failed,525,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240109&response=json,5cfe4b0283bd5a2fd53a904b842858bb49bdc0d67fa690d935c98396db201424,2026-07-11T08:57:27+00:00,parse_JSONDecodeError
institutional,TPEx,2024-01-09,accepted,525,148,200,128710,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,d8bec1b94ec56bb0cf8e5074ccffb00d8f9de385b18ce7e10481e075aefe88e4,2026-07-11T08:57:27+00:00,
margin_short,TPEx,2024-01-09,accepted,525,144,200,92312,https://www.tpex.org.tw/www/zh-tw/margin/balance,7f93d1ac69a9c7a401e373c3e2692cc9b075b25471e0b1b1f3a4a47729d8471e,2026-07-11T08:57:27+00:00,
securities_lending,TPEx,2024-01-09,accepted,525,150,200,87556,https://www.tpex.org.tw/www/zh-tw/margin/sbl,0005cf9c6c25fa4c5cc952f1aeae97b473c788a5b09122e40215a622b6fa6202,2026-07-11T08:57:27+00:00,
institutional,TWSE,2024-01-10,failed,525,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,b61db087c31248b7cc3cdfebef8107beac91cfb6b4e6e09f373bbf14cc72bf45,2026-07-11T08:57:27+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-10,no_rows_valid_official_response,525,0,200,112423,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240110&selectType=ALL&response=json,2c386acc1cc3545604852bb735ca1a61a519a02836e8b09fadb814d7e893cbb7,2026-07-11T08:57:27+00:00,
securities_lending,TWSE,2024-01-10,failed,525,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240110&response=json,de41509a0be786e98187016e7721de3b400b52689b2d12a88b7da08a776e559c,2026-07-11T08:57:27+00:00,parse_JSONDecodeError
margin_short,TWSE,2023-12-14,no_rows_valid_official_response,536,0,200,112756,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20231214&selectType=ALL&response=json,a062f69b8812455c63a1c7743bf6d8a38e6f6416f4a3333eb3e6b60ce25c762c,2026-07-11T08:57:08+00:00,
margin_short,TPEx,2024-01-10,accepted,525,144,200,92214,https://www.tpex.org.tw/www/zh-tw/margin/balance,acce0b4adf247d7561be4042044f8bfdea9222418731f40f0b117489979f63ff,2026-07-11T08:57:28+00:00,
institutional,TPEx,2024-01-10,accepted,525,147,200,125737,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,01bcc7e09dd98322df17389d3a49afd3ac2fa5669bc1dead811b4c2e3c7644fd,2026-07-11T08:57:27+00:00,
institutional,TWSE,2024-01-11,failed,529,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,2d14345dced25fea3d4509f7ec6153f4af3a6ee0376db3c69b48b2e4c7134148,2026-07-11T08:57:28+00:00,parse_JSONDecodeError
securities_lending,TPEx,2024-01-10,accepted,525,150,200,87494,https://www.tpex.org.tw/www/zh-tw/margin/sbl,bc7ea5f80ebf0d0ce90c0d643c1ffc9d8743eec56ddd683028d4bdcf012e24fe,2026-07-11T08:57:28+00:00,
securities_lending,TWSE,2024-01-11,failed,529,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240111&response=json,101359c879b8e968663d4cd58ea91376c9cfc09053e797bfcde8827f9fc7e997,2026-07-11T08:57:28+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-11,no_rows_valid_official_response,529,0,200,112595,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240111&selectType=ALL&response=json,4edbaee22911c6df1ece824e5b1f9c002aa8bbdaa527629333326af17854a724,2026-07-11T08:57:28+00:00,
securities_lending,TPEx,2024-01-11,accepted,529,152,200,86915,https://www.tpex.org.tw/www/zh-tw/margin/sbl,1053e088688ed7646217339ed6ae0ccc3a77d47b4ad910f731fc4dffd766d50f,2026-07-11T08:57:29+00:00,
institutional,TWSE,2024-01-12,failed,529,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,40a08f697c77d398e4b22a420100fb9e9c7b4835915833fd4de1dabf8824ed64,2026-07-11T08:57:29+00:00,parse_JSONDecodeError
institutional,TPEx,2024-01-11,accepted,529,151,200,127267,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,9014ca29d3f80aa7f2ebd011f55b7ceec942da98460b21556b76274bcd5b96fe,2026-07-11T08:57:28+00:00,
margin_short,TWSE,2024-01-12,no_rows_valid_official_response,529,0,200,112411,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240112&selectType=ALL&response=json,e7e3b451174f1ce7319b087c291211f73c24bbf5b4c0529ffd416c88c08a1519,2026-07-11T08:57:29+00:00,
margin_short,TPEx,2024-01-11,accepted,529,146,200,92279,https://www.tpex.org.tw/www/zh-tw/margin/balance,7d2a4cc8ddf4fc6a71ae180d0acca0a394b2e6f3fc8c582d513ff268341d8f37,2026-07-11T08:57:29+00:00,
securities_lending,TWSE,2024-01-12,failed,529,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240112&response=json,338df550fe9350ec67b5f7df768659acf4430aadc42b6bbf1fa52b141be967d4,2026-07-11T08:57:29+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-12,accepted,529,146,200,92175,https://www.tpex.org.tw/www/zh-tw/margin/balance,5faa0c1d151735b5280a6188ea9dc3ad832ad26dbb30fa2dc11de2255ff1bded,2026-07-11T08:57:29+00:00,
securities_lending,TWSE,2024-01-15,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240115&response=json,b4613696efae81996f02fddfaceba46ada45cd663e7f9ea434e39525ae2fd224,2026-07-11T08:57:29+00:00,parse_JSONDecodeError
securities_lending,TPEx,2024-01-12,accepted,529,152,200,86983,https://www.tpex.org.tw/www/zh-tw/margin/sbl,3a8974c13bd3a05c9a901e85833251e8dd8e4e59dbd43d4d30a02eb0bb7b6a01,2026-07-11T08:57:29+00:00,
institutional,TPEx,2024-01-12,accepted,529,151,200,124922,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,4643f988a1d9b8f353bbba40d4dfe9c217db00611fd18ac4197e43ea282943ce,2026-07-11T08:57:29+00:00,
institutional,TWSE,2024-01-15,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,2d8fbfb95531c8614706195b4313b8c9ce9a21f24d4466b602c6e955e905abc4,2026-07-11T08:57:29+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-15,no_rows_valid_official_response,524,0,200,112503,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240115&selectType=ALL&response=json,d1e6dd645ff0843391c0026eec3bbf519e2e945f9a52b26640dba8911b0b5b63,2026-07-11T08:57:29+00:00,
margin_short,TPEx,2024-01-15,accepted,524,146,200,92159,https://www.tpex.org.tw/www/zh-tw/margin/balance,e9d9729bced817cd4ddd910f3335b53ae107516affd952ef7a0c59920ea32f9e,2026-07-11T08:57:30+00:00,
institutional,TPEx,2024-01-15,accepted,524,151,200,127897,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,e805c353419cb7d53b6f1690ff10f9c4709ec4a35aee6f4128135c673df6d5db,2026-07-11T08:57:30+00:00,
margin_short,TWSE,2024-01-16,no_rows_valid_official_response,524,0,200,112647,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240116&selectType=ALL&response=json,f6a0556a6038495a567cceabf371ba6a791129a1a7b8f069806e16097a149160,2026-07-11T08:57:30+00:00,
institutional,TWSE,2024-01-16,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,84c799e8979b2b256c64c0d4ad8f6ff64cc8b0b4e2f7748b550ec88629209aa1,2026-07-11T08:57:30+00:00,parse_JSONDecodeError
securities_lending,TWSE,2024-01-16,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240116&response=json,1e2df8f36e8a270a53e0331d53cdaa16f2b2d981f7d549107fd7e690c9b884c3,2026-07-11T08:57:30+00:00,parse_JSONDecodeError
securities_lending,TPEx,2024-01-15,accepted,524,152,200,86778,https://www.tpex.org.tw/www/zh-tw/margin/sbl,b1a573208c083c8e91032311b4d69773bae9c7e62ced5b791a710e544a65067a,2026-07-11T08:57:30+00:00,
margin_short,TPEx,2024-01-16,accepted,524,146,200,92240,https://www.tpex.org.tw/www/zh-tw/margin/balance,2e9ade498c50861362a3999f5a395bb1885bf1e6fbd7d4ab72ca6dfe3e66c47b,2026-07-11T08:57:30+00:00,
securities_lending,TPEx,2024-01-16,accepted,524,152,200,87291,https://www.tpex.org.tw/www/zh-tw/margin/sbl,e53bda48d5267bb58fe094dd775172175943b89b22a89616b001df426b9d1650,2026-07-11T08:57:31+00:00,
institutional,TPEx,2024-01-16,accepted,524,150,200,127563,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,ce45c100cd80200f0056b2af98e7f6a84084dd8e685bcc666736b4dc47331ac0,2026-07-11T08:57:30+00:00,
margin_short,TWSE,2024-01-17,no_rows_valid_official_response,524,0,200,113019,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240117&selectType=ALL&response=json,df3575fe204dd7a9cab5be981d7b5e9eb8e3f98431392463e560be564a84a97e,2026-07-11T08:57:31+00:00,
securities_lending,TWSE,2024-01-17,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240117&response=json,986e702e132fde27a5e0110d2d8d99cad21c7a1808c5a41171ae22f9623702d2,2026-07-11T08:57:31+00:00,parse_JSONDecodeError
institutional,TWSE,2024-01-17,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,2be9edb4cee5eb87c0c4d34dfc5cc0654485aeadf5f8be390afcf0ea33604212,2026-07-11T08:57:31+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-17,accepted,524,146,200,92351,https://www.tpex.org.tw/www/zh-tw/margin/balance,478ee818de87d5d1a17c6f16f60babd32048a90fa975877057e0b60a451a221f,2026-07-11T08:57:31+00:00,
institutional,TPEx,2024-01-17,accepted,524,151,200,129711,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,583e1e231c5219d7f18edef76034b7e1d3307b116b0ded87c251e6b834bf4679,2026-07-11T08:57:31+00:00,
securities_lending,TPEx,2024-01-17,accepted,524,152,200,87292,https://www.tpex.org.tw/www/zh-tw/margin/sbl,eca2fd81ae57963feb9e45a9dd68f608e8fcb34a6f92a72fbaa1027a6702835e,2026-07-11T08:57:31+00:00,
institutional,TWSE,2024-01-18,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240118&selectType=ALLBUT0999&response=json,2b777b04e42a2f910107c189e5b6fd960fcbf0e7189f0438c2b20812d060b25b,2026-07-11T08:57:32+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-18,no_rows_valid_official_response,524,0,200,112569,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240118&selectType=ALL&response=json,c36c9e631431eb881fc57c0cd4a756cf3ec9afa9c820c7652595232bdbb866cd,2026-07-11T08:57:32+00:00,
securities_lending,TWSE,2024-01-18,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240118&response=json,b8a0c99a4536d8dc592b1ec4bacfcab27a68f5a4b9928ff7634f6923b6d97f3b,2026-07-11T08:57:32+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-18,accepted,524,146,200,92158,https://www.tpex.org.tw/www/zh-tw/margin/balance,c9f2aa0b4ccf453647e4cfa273ab51fa0f9295f8707a41ead00b25843abe94a9,2026-07-11T08:57:32+00:00,
institutional,TPEx,2024-01-18,accepted,524,151,200,126913,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,f23ea5d2e8094f1dc12cc47962277c5be5d25006bc1f1964e4ce549520a18637,2026-07-11T08:57:32+00:00,
securities_lending,TPEx,2024-01-18,accepted,524,152,200,87262,https://www.tpex.org.tw/www/zh-tw/margin/sbl,3cc002b64a2587a8bb2157fc079e271276d2ed395de47e93587bb1322c3a4041,2026-07-11T08:57:32+00:00,
institutional,TWSE,2024-01-19,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240119&selectType=ALLBUT0999&response=json,d589743fbcf96079aea703debaf0c9cf822425927b231103c218b5510a05515a,2026-07-11T08:57:32+00:00,parse_JSONDecodeError
securities_lending,TWSE,2024-01-19,failed,524,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240119&response=json,94bebca9f4e28bd3c9da8f8dac6eec33b2ab5b810a208203e2d986e16260a178,2026-07-11T08:57:32+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-19,no_rows_valid_official_response,524,0,200,112632,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240119&selectType=ALL&response=json,ead1c951f97d0a101132a63b7f6cb7679ccb6143dfa81b8b73893920d2854179,2026-07-11T08:57:32+00:00,
margin_short,TPEx,2024-01-19,accepted,524,147,200,92339,https://www.tpex.org.tw/www/zh-tw/margin/balance,c6862ab32bb6ee9ed519f5d6de78a62c6454970ce0d756c1e2ea8130fffcf605,2026-07-11T08:57:32+00:00,
securities_lending,TPEx,2024-01-19,accepted,524,152,200,86989,https://www.tpex.org.tw/www/zh-tw/margin/sbl,94375082c59fd794106f8df2d1cfb768ba519b1c51d7ae0fef4eb7652d9645c8,2026-07-11T08:57:33+00:00,
institutional,TWSE,2024-01-22,failed,522,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240122&selectType=ALLBUT0999&response=json,cc71752a4c5cc235b09fadb171480cdcacf53e705b1993e2aeec8f019c70bb02,2026-07-11T08:57:33+00:00,parse_JSONDecodeError
institutional,TPEx,2024-01-19,accepted,524,149,200,127251,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,0b68899c98f3a453f97b1d943ecc51eb03517e58fb51df6d938a305893e01af1,2026-07-11T08:57:32+00:00,
margin_short,TWSE,2024-01-22,no_rows_valid_official_response,522,0,200,112634,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240122&selectType=ALL&response=json,53f82e2560f698ec83d7234c552a6a0c4e0aff0808dee0f83e1fb7de30bebb55,2026-07-11T08:57:33+00:00,
securities_lending,TWSE,2024-01-22,failed,522,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240122&response=json,5719da35d93e21e85f7e5563ecaafaa68ca7a7116233ce701e861e47ed70462c,2026-07-11T08:57:33+00:00,parse_JSONDecodeError
securities_lending,TPEx,2024-01-22,accepted,522,150,200,86647,https://www.tpex.org.tw/www/zh-tw/margin/sbl,c8cd13828a599b70747390a041c65ab129165f179e304ea133316e434188b6dc,2026-07-11T08:57:33+00:00,
institutional,TPEx,2024-01-22,accepted,522,148,200,127362,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,38cdca894ba11086dd246f2883f358f1a42a35cba7575cd1b8862e2c38298e44,2026-07-11T08:57:33+00:00,
margin_short,TPEx,2024-01-22,accepted,522,145,200,92494,https://www.tpex.org.tw/www/zh-tw/margin/balance,51e4eb93b28441bdb933e7d4e17dfa12bf3c1a4959aca42831405bdba89b3917,2026-07-11T08:57:33+00:00,
margin_short,TWSE,2024-01-23,no_rows_valid_official_response,526,0,200,112440,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240123&selectType=ALL&response=json,bab92094de19dcff71a06a76b354e0e692fa89fca584ff8bd767580bd66cfb8a,2026-07-11T08:57:33+00:00,
institutional,TWSE,2024-01-23,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240123&selectType=ALLBUT0999&response=json,a06d4e1ba0ea8245fd55663bebc9600763c34a9dae32d8eb6d864f7ed0d1cddb,2026-07-11T08:57:33+00:00,parse_JSONDecodeError
securities_lending,TWSE,2024-01-23,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240123&response=json,892636e436e4c091f99ba2da6643e8a96a4d9658600cb25ef3a6338c79b122a1,2026-07-11T08:57:34+00:00,parse_JSONDecodeError
institutional,TWSE,2024-01-24,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240124&selectType=ALLBUT0999&response=json,a6b9d97b764099296a17aa4e4e0fd3032d0f9edc1975c19c4fcb9c7ec0d0c0d0,2026-07-11T08:57:34+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-23,accepted,526,147,200,92493,https://www.tpex.org.tw/www/zh-tw/margin/balance,d337bbc097e38dd81ac2c7baaa99116e878d936a9cd7d81d6eeb5e564fec101d,2026-07-11T08:57:34+00:00,
securities_lending,TPEx,2024-01-23,accepted,526,152,200,86716,https://www.tpex.org.tw/www/zh-tw/margin/sbl,6f0a76a96731766e9a9d8f03342e272e7c2b6d3da5401b43b4b66aaa3c89ba28,2026-07-11T08:57:34+00:00,
securities_lending,TWSE,2024-01-24,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240124&response=json,6c76f2e842dbcce4ad727ba3c7555f193af2334ac9dab89a760cef268b28ead3,2026-07-11T08:57:34+00:00,parse_JSONDecodeError
institutional,TPEx,2024-01-23,accepted,526,149,200,124798,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,011904a80c3447a79c6881054f40314281de481d64dd3a2941700bb20fbff0ac,2026-07-11T08:57:34+00:00,
margin_short,TWSE,2024-01-24,no_rows_valid_official_response,526,0,200,112532,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240124&selectType=ALL&response=json,7bb6b382316ffd2458753e928e9111ba8cc2f42d8cebd8a4cd0bbf2e971a239c,2026-07-11T08:57:34+00:00,
institutional,TPEx,2024-01-24,accepted,526,149,200,127369,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,d37047338b5da07267d2461ac5ad1711ae943d83e646eb656579bf9c7a6182e8,2026-07-11T08:57:34+00:00,
margin_short,TWSE,2024-01-25,no_rows_valid_official_response,526,0,200,112637,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240125&selectType=ALL&response=json,d6bb9cbf981737093f4f23c9d26fe786390bd72b1b7a130518fcc87e6ec26794,2026-07-11T08:57:35+00:00,
securities_lending,TWSE,2024-01-25,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20240125&response=json,d6c8a61db77642cfcfd0c23c6df7923fb8e4a49f7eef020d1ea95c747bc3f6e5,2026-07-11T08:57:35+00:00,parse_JSONDecodeError
margin_short,TPEx,2024-01-24,accepted,526,147,200,92615,https://www.tpex.org.tw/www/zh-tw/margin/balance,d1773002b4ef893561da25fa82d1507734d0a4c6fc09c5b599c58799613ab621,2026-07-11T08:57:35+00:00,
securities_lending,TPEx,2024-01-24,accepted,526,152,200,86922,https://www.tpex.org.tw/www/zh-tw/margin/sbl,800251fafe95fc72a5ccfe54515853df93e94602c945a3b3978803345701eba9,2026-07-11T08:57:35+00:00,
institutional,TWSE,2024-01-25,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240125&selectType=ALLBUT0999&response=json,741298f39395c4ebd89e1af993a6a7c8c1cf310f29ea4416ffc3325d34628995,2026-07-11T08:57:35+00:00,parse_JSONDecodeError
securities_lending,TPEx,2024-01-25,accepted,526,150,200,86834,https://www.tpex.org.tw/www/zh-tw/margin/sbl,4f408fca4ceaf3a8915dec29d9884af8a5b335a2bb475b116049dcc02e83aab6,2026-07-11T08:57:35+00:00,
institutional,TWSE,2024-01-26,failed,526,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240126&selectType=ALLBUT0999&response=json,f744c417504a7cdfa54d85e09d4e8162cbd13800d85649623e0210d67aa7ebba,2026-07-11T08:57:36+00:00,parse_JSONDecodeError
margin_short,TWSE,2024-01-26,no_rows_valid_official_response,526,0,200,112525,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20240126&selectType=ALL&response=json,2e304d804e330044a4d8f637b8a699676dbc3b828d1aa1d75a4cac7dfc3438d2,2026-07-11T08:57:36+00:00,
