date,theme,symbol,name,theme_rank,theme_score,capital_share,capital_share_5d_avg,capital_share_5d_change,turnover_value,turnover_value_5d,strong_stock_ratio,theme_risk_heat,stock_score,bucket,fundamental_pass,fundamental_score,fundamental_data_status,fundamental_reason,risk_heat,liquidity,foreign_5d,trust_5d,margin_change_5d,stock_turnover_rank_in_theme,stock_turnover_share_in_theme,stock_turnover_share_change_5d,theme_leader_flag,theme_second_line_flag,theme_laggard_rebound_flag,overheated_flag
2026-05-27,金融,2884,玉山金,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,52.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,25.5,81.4,0,0,0,6,5.6,-0.8,false,false,false,false
2026-05-27,金融,2885,元大金,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,55.6,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.9,100.0,0,0,0,5,8.1,0.0,false,true,false,false
2026-05-27,金融,2886,兆豐金,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,43.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,26.0,58.1,0,0,0,7,4.0,-2.0,false,false,false,false
2026-05-27,金融,2891,中信金,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,58.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,36.6,100.0,0,0,0,3,13.3,-1.8,false,false,false,false
2026-05-27,金融,2892,第一金,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,39.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,25.5,46.6,0,0,0,8,3.2,-7.5,false,false,false,false
2026-05-27,金融,2880,華南金,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,60.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,25.5,100.0,0,0,0,4,8.1,0.4,false,true,false,false
2026-05-27,金融,5876,上海商銀,11,50.0,2.6,2.4,0.2,29170.6,111354.4,100.0,34.0,33.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,25.5,29.2,0,0,0,9,2.0,-0.3,false,false,false,false
2026-05-27,散熱,3017,奇鋐,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,66.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,100.0,0,0,0,1,42.7,-22.0,true,false,false,false
2026-05-27,散熱,3324,雙鴻,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,54.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,100.0,0,0,0,3,9.7,-3.4,false,false,false,false
2026-05-27,散熱,6230,尼得科超眾,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,16.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,1.0,0,0,0,7,0.1,-0.0,false,false,false,false
2026-05-27,散熱,2421,建準,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,37.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,58.1,0,0,0,4,4.1,-5.6,false,false,false,false
2026-05-27,散熱,3653,健策,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,65.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,100.0,0,0,0,2,42.4,31.4,true,false,false,false
2026-05-27,散熱,3483,力致,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,18.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,5.7,0,0,0,6,0.4,-0.3,false,false,false,false
2026-05-27,散熱,3338,泰碩,12,40.7,2.5,2.5,0.0,28382.5,112637.8,85.7,62.0,19.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,46.5,9.7,0,0,0,5,0.7,-0.1,false,false,false,false
2026-05-27,重電/電網,1513,中興電,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,61.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,47.2,100.0,0,0,0,2,31.3,7.2,true,false,false,false
2026-05-27,重電/電網,1519,華城,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,61.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,50.2,100.0,0,0,0,1,33.1,11.7,true,false,false,false
2026-05-27,重電/電網,1504,東元,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,54.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,37.5,90.6,0,0,0,5,10.8,-2.3,false,false,false,false
2026-05-27,重電/電網,1605,華新,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,53.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,41.3,91.7,0,0,0,4,10.9,-18.4,false,false,false,false
2026-05-27,重電/電網,1609,大亞,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,24.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.3,19.7,0,0,0,6,2.3,-0.6,false,false,false,false
2026-05-27,重電/電網,1514,亞力,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,53.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.7,91.8,0,0,0,3,10.9,2.5,false,true,false,false
2026-05-27,重電/電網,1618,合機,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,21.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,37.5,5.7,0,0,0,7,0.7,-0.0,false,false,false,false
2026-05-27,重電/電網,6806,森崴能源,13,41.1,1.5,1.1,0.5,16795.7,50816.5,87.5,50.0,18.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,37.5,0.2,0,0,0,8,0.0,-0.0,false,false,false,false
2026-05-27,塑化,1301,台塑,14,40.4,1.2,1.0,0.4,14205.1,44784.1,83.3,42.0,38.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,37.8,49.6,0,0,0,2,7.0,-4.1,false,false,false,false
2026-05-27,塑化,1303,南亞,14,40.4,1.2,1.0,0.4,14205.1,44784.1,83.3,42.0,78.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,52.2,100.0,0,0,0,1,82.4,10.9,true,false,false,false
2026-05-27,塑化,1326,台化,14,40.4,1.2,1.0,0.4,14205.1,44784.1,83.3,42.0,36.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.0,46.1,0,0,0,3,6.5,-2.3,false,false,false,false
2026-05-27,塑化,6505,台塑化,14,40.4,1.2,1.0,0.4,14205.1,44784.1,83.3,42.0,26.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,38.0,20.5,0,0,0,4,2.9,-3.0,false,false,false,false
2026-05-27,塑化,1314,中石化,14,40.4,1.2,1.0,0.4,14205.1,44784.1,83.3,42.0,23.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,31.5,6.2,0,0,0,5,0.9,-0.9,false,false,false,false
2026-05-27,塑化,1304,台聚,14,40.4,1.2,1.0,0.4,14205.1,44784.1,83.3,42.0,21.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,31.5,2.4,0,0,0,6,0.3,-0.6,false,false,false,false
2026-05-27,航運,2603,長榮,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,72.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,36.0,100.0,0,0,0,1,51.3,1.3,true,false,false,false
2026-05-27,航運,2609,陽明,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,52.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.6,86.4,0,0,0,3,12.3,0.5,false,true,false,false
2026-05-27,航運,2615,萬海,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,34.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,37.5,39.8,0,0,0,6,5.7,-5.2,false,false,false,false
2026-05-27,航運,2618,長榮航,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,60.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,36.0,100.0,0,0,0,2,16.7,-0.2,true,false,false,false
2026-05-27,航運,2610,華航,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,37.6,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,36.0,45.9,0,0,0,5,6.5,1.2,false,true,false,false
2026-05-27,航運,2606,裕民,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,34.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,50.3,47.9,0,0,0,4,6.8,2.8,false,true,false,false
2026-05-27,航運,2605,新興,15,45.3,1.2,1.4,-0.2,14093.6,61550.4,100.0,48.0,21.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,36.0,5.3,0,0,0,7,0.7,-0.4,false,false,false,false
2026-05-27,半導體設備/耗材,3131,弘塑,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,28.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,78.8,53.9,0,0,0,6,7.9,-8.0,false,false,false,true
2026-05-27,半導體設備/耗材,3583,辛耘,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,57.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,39.0,97.6,0,0,0,4,14.4,-3.7,false,false,false,false
2026-05-27,半導體設備/耗材,6187,萬潤,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,61.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,39.0,100.0,0,0,0,1,24.5,0.8,true,false,false,false
2026-05-27,半導體設備/耗材,2467,志聖,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,58.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,39.0,100.0,0,0,0,3,15.4,-3.2,false,false,false,false
2026-05-27,半導體設備/耗材,3413,京鼎,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,60.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,39.0,100.0,0,0,0,2,21.9,12.8,true,false,false,false
2026-05-27,半導體設備/耗材,5434,崇越,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,29.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,39.0,26.5,0,0,0,7,3.9,-1.8,false,false,false,false
2026-05-27,半導體設備/耗材,4768,晶呈科技,16,44.6,1.2,1.2,-0.0,13580.7,56406.6,100.0,52.0,49.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.0,81.9,0,0,0,5,12.1,3.2,false,true,false,false
2026-05-27,電子通路,2347,聯強,17,44.6,0.4,0.8,-0.5,4915.0,34749.5,100.0,42.0,29.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,38.6,21.8,0,0,0,3,8.9,4.2,false,true,false,false
2026-05-27,電子通路,3702,大聯大,17,44.6,0.4,0.8,-0.5,4915.0,34749.5,100.0,42.0,48.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,31.5,56.3,0,0,0,2,22.9,-8.5,true,false,false,false
2026-05-27,電子通路,3036,文曄,17,44.6,0.4,0.8,-0.5,4915.0,34749.5,100.0,42.0,74.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,34.9,100.0,0,0,0,1,56.3,3.7,true,false,false,false
2026-05-27,電子通路,3010,華立,17,44.6,0.4,0.8,-0.5,4915.0,34749.5,100.0,42.0,25.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,31.5,9.8,0,0,0,5,4.0,0.8,false,true,false,false
2026-05-27,電子通路,3023,信邦,17,44.6,0.4,0.8,-0.5,4915.0,34749.5,100.0,42.0,30.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,31.5,19.5,0,0,0,4,7.9,-0.2,false,false,false,false
2026-05-27,綠能/儲能,6443,元晶,18,36.9,0.4,0.6,-0.2,4535.2,25829.7,83.3,54.0,35.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.5,35.8,0,0,0,2,15.8,-6.9,true,false,false,false
2026-05-27,綠能/儲能,6244,茂迪,18,36.9,0.4,0.6,-0.2,4535.2,25829.7,83.3,54.0,22.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.5,10.0,0,0,0,5,4.4,-0.2,false,false,false,false
2026-05-27,綠能/儲能,3576,聯合再生,18,36.9,0.4,0.6,-0.2,4535.2,25829.7,83.3,54.0,30.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,44.7,27.6,0,0,0,4,12.2,0.2,false,true,false,false
2026-05-27,綠能/儲能,3708,上緯投控,18,36.9,0.4,0.6,-0.2,4535.2,25829.7,83.3,54.0,33.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.5,30.0,0,0,0,3,13.2,6.2,false,true,false,false
2026-05-27,綠能/儲能,6806,森崴能源,18,36.9,0.4,0.6,-0.2,4535.2,25829.7,83.3,54.0,17.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.5,0.2,0,0,0,6,0.1,0.0,false,false,false,false
2026-05-27,綠能/儲能,4931,新盛力,18,36.9,0.4,0.6,-0.2,4535.2,25829.7,83.3,54.0,71.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.5,100.0,0,0,0,1,54.3,0.8,true,false,false,false
2026-05-27,生技醫療,6446,藥華藥,19,29.9,0.3,0.3,-0.0,3423.9,15240.4,66.7,60.0,80.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.0,100.0,0,0,0,1,82.1,13.9,true,false,false,false
2026-05-27,生技醫療,4743,合一,19,29.9,0.3,0.3,-0.0,3423.9,15240.4,66.7,60.0,19.6,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.8,5.9,0,0,0,3,3.5,-5.6,false,false,false,false
2026-05-27,生技醫療,1795,美時,19,29.9,0.3,0.3,-0.0,3423.9,15240.4,66.7,60.0,26.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.0,17.9,0,0,0,2,10.4,-7.9,false,false,false,false
2026-05-27,生技醫療,1760,寶齡富錦,19,29.9,0.3,0.3,-0.0,3423.9,15240.4,66.7,60.0,16.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.0,0.6,0,0,0,6,0.3,-0.0,false,false,false,false
2026-05-27,生技醫療,4162,智擎,19,29.9,0.3,0.3,-0.0,3423.9,15240.4,66.7,60.0,17.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.0,1.1,0,0,0,5,0.7,-0.2,false,false,false,false
2026-05-27,生技醫療,4123,晟德,19,29.9,0.3,0.3,-0.0,3423.9,15240.4,66.7,60.0,19.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,45.0,5.1,0,0,0,4,3.0,-0.2,false,false,false,false
2026-05-27,軍工/無人機,2634,漢翔,20,27.8,0.1,0.4,-0.4,1018.1,16159.7,60.0,56.0,28.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,42.0,10.4,0,0,0,3,20.4,12.7,false,true,false,false
2026-05-27,軍工/無人機,2208,台船,20,27.8,0.1,0.4,-0.4,1018.1,16159.7,60.0,56.0,21.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,42.0,3.8,0,0,0,4,7.5,4.7,false,true,false,false
2026-05-27,軍工/無人機,8033,雷虎,20,27.8,0.1,0.4,-0.4,1018.1,16159.7,60.0,56.0,38.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,42.0,20.0,0,0,0,1,39.4,25.5,true,false,false,false
2026-05-27,軍工/無人機,4572,駐龍,20,27.8,0.1,0.4,-0.4,1018.1,16159.7,60.0,56.0,17.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,42.0,0.3,0,0,0,5,0.6,0.4,false,true,false,false
2026-05-27,軍工/無人機,4916,事欣科,20,27.8,0.1,0.4,-0.4,1018.1,16159.7,60.0,56.0,34.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,42.0,16.4,0,0,0,2,32.2,-43.3,true,false,false,false
2026-05-27,觀光餐飲,2707,晶華,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,22.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,33.0,1.5,0,0,0,4,5.8,-2.9,false,false,false,false
2026-05-27,觀光餐飲,2727,王品,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,32.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,40.8,8.8,0,0,0,2,34.2,12.7,true,false,false,false
2026-05-27,觀光餐飲,2731,雄獅,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,38.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,33.0,10.7,0,0,0,1,41.4,2.3,true,false,false,false
2026-05-27,觀光餐飲,2748,雲品,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,20.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,33.0,0.4,0,0,0,6,1.4,-0.1,false,false,false,false
2026-05-27,觀光餐飲,2753,八方雲集,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,24.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,33.0,2.8,0,0,0,3,10.9,-8.8,false,false,false,false
2026-05-27,觀光餐飲,2723,美食-KY,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,22.6,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,33.0,1.5,0,0,0,5,5.7,-2.7,false,false,false,false
2026-05-27,觀光餐飲,2739,寒舍,21,18.5,0.1,0.0,0.0,517.2,2131.6,28.6,44.0,20.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,PE or revenue data missing; excluded from qualified candidates,33.0,0.2,0,0,0,7,0.6,-0.4,false,false,false,false
